Item ID,Item,Description,Item Sales Rep,DNR Activity Code,Item Vendor,Last Date Sold,Total Inventory on Hand, Preferred Vendor,Last Date Purchased, Buyer Name,Preferred Vendor Price,Extended Cost 
80590,010150,2# KRAFT SO BAGS 500/CS4-1/4x2-3/8x8.5 18402 GB02NP5C,N/A,N Stock Active,18402,09/25/2024,84,2780 DURO HILEX POLY LLC,09/25/2024,Erin Ventola,6.76,567.84
80592,010152,6# KRAFT SO BAGS  500/CS6x3-5/8x11  18406,N/A,N Stock Active,1000600C00,09/25/2024,482,669 ROSENBLOOM GROUPE INC.,09/12/2024,Karen Groves,9.41,4535.62
80593,010153,8# KRAFT SO BAGS 500/CS6-1/8x4x12-3/8  18408,N/A,N Stock Active,1000800C00,09/25/2024,674,669 ROSENBLOOM GROUPE INC.,09/12/2024,Karen Groves,10.5,7077.00
80596,010156,12# KRAFT SO BAGS 500/CS18412  7-1/8x4-3/8x13-3/4,N/A,N Stock Active,1001200C00,09/24/2024,451,669 ROSENBLOOM GROUPE INC.,09/23/2024,Karen Groves,13.55,6111.05
80598,010160,160 4.5X2.5X24 BREAD BAG 1MWHITE,N/A,N Stock Active,300160,09/12/2024,3,BAGCRAFT,08/05/2024,Suyeon Nam,72.25,216.75
109731,010169,5# WHITE 35# SOS BAGS   500/BD 5-1/4x3-7/16x10-15/16   51045,N/A,N Stock Active,51045,09/20/2024,24,2780 DURO HILEX POLY LLC,09/25/2024,Erin Ventola,13.6,326.40
80600,010203,11.5X7X23 WHITE TSHIRT BAG 500LO DENSITY HEAVY WEIGHT 500/CS,N/A,N Stock Active,ACME WHT,09/25/2024,328,9984 REGAL INTERNATIONAL,09/23/2024,Erin Ventola,29.3,9610.40
80601,010207,12X10X14X10 WHITE SHOPPER 250/CS CLIP LOOP HANDLE  BOARD TOP & BOTTOM,N/A,N Stock Active,1214UAW18C,09/20/2024,15,5670 KAL PAC CORP.,08/28/2024,Erin Ventola,78,1170.00
80602,010208,12X7X23 CLEAR TSHIRT BAG 500/1.25MIL,N/A,N Stock Active,ACME CLR,09/25/2024,86,9984 REGAL INTERNATIONAL,09/23/2024,Erin Ventola,25.3,2175.80
80606,010225,1/6 HI-D THANK YOU TSHIRT BAG1M/CS 11.5X6.5X22 12.5MIC,N/A,N Stock Active,THW1A,09/25/2024,124,INTEPLAST GROUP CORPORATION,09/24/2024,Suyeon Nam,13.7,1698.80
80608,010232,6# WHT BAGS 35#  500/BLD6X3-5/8X11,N/A,N Stock Active,1000600W00,09/24/2024,240,669 ROSENBLOOM GROUPE INC.,09/12/2024,Karen Groves,12.92,3100.80
80609,010235,235 6X.75X6.5 DRY WAX BAG 1MECOCRAFT,N/A,N Stock Active,300235,09/24/2024,39,BAGCRAFT,09/23/2024,Suyeon Nam,54.15,2111.85
80611,010237,1/6 HI-D BLACK TSHIRT BAG500/CS BLACKT-SAK LI31905,N/A,N Stock Active,BLACKT-SAK,08/28/2024,13,INTEPLAST GROUP CORPORATION,N/A,Suyeon Nam,14.14,183.82
80613,010247,247 KRAFT WINDOW BAG WITH TIN TIE6X2-1/2X9-1/2  2LB.,N/A,O Non Stock Inactive,300247,07/09/2024,1,BAGCRAFT,07/29/2024,Suyeon Nam,135.85,135.85
107961,010249,249 KRAFT WINDOW BAG TIN TIE 4.75X2.5X9.5 500/CS  1LB S/O,N/A,N Stock Active,300249,07/10/2024,15,BAGCRAFT,05/29/2024,Suyeon Nam,119.65,1794.75
80615,010250,246 KRAFT WINDOW BAG WITH TIN TIE6X2-1/2X9-1/2 2LB. 500/CS,N/A,N Stock Active,300246,09/24/2024,12,BAGCRAFT,08/20/2024,Suyeon Nam,122.8,1473.60
80618,010260,1/8 WHITE T-SHIRT BAG 1350/CSHI-D  10X5X18  PP1018W,N/A,N Stock Active,PP1018W,09/23/2024,40,9002 PRIMEPAK PACKAGING,08/13/2024,Suyeon Nam,17.25,690.00
80620,010282,005 ECOCRAFT HOT DOG BAG 1M/CSGR KFT DBL SHIELD,N/A,N Stock Active,300005,09/10/2024,3,BAGCRAFT,09/23/2024,Suyeon Nam,32.95,98.85
80621,010284,111 DUBL SHIELD SINGLE SER BAG1M/CS 6X2X8 ECOCRAFT,N/A,N Stock Active,300111,09/24/2024,12,BAGCRAFT,09/23/2024,Suyeon Nam,56.85,682.20
107963,010299,100 ECO-PAK SANDWICH BAG 2M/CS NK25 GREASE RESISTENT,N/A,N Stock Active,300100,09/24/2024,83,BAGCRAFT,09/23/2024,Suyeon Nam,30.65,2543.95
80626,010300,294 4# DOUBLE WAX BAG 1M/,N/A,N Stock Active,300294,09/23/2024,44,BAGCRAFT,09/23/2024,Suyeon Nam,42.5,1870.00
80627,010301,296 6# DOUBLE WAX BAG 1M,N/A,N Stock Active,300296,09/16/2024,12,BAGCRAFT,08/26/2024,Suyeon Nam,62.15,745.80
107964,010305,305 CHILLY DILLY PICKLE BAG 2M 6.5X1.5X6.5,N/A,N Stock Active,300305,09/16/2024,4,BAGCRAFT,08/26/2024,Suyeon Nam,58.85,235.40
80633,010318,PB675675 SAND POLY BAG 2M/CS6.75X6.75 LI32204,N/A,N Stock Active,PB675675,09/24/2024,129,INTEPLAST GROUP CORPORATION,09/09/2024,Suyeon Nam,5.13,661.77
80639,010331,RegSHOP COMPOSTABLE TSHIRT BAG16.1X19.7 .8MIL  10/50/CS,N/A,N Stock Active,REGSHOP,09/24/2024,76,1115 BIOBAG AMERICAS INC,09/24/2024,Suyeon Nam,46.32,3520.32
80642,010334,455 FOIL HOT DOG BAG (7351)1M3.5X1.5X8.5 PRINT"HOTDOG",N/A,O Non Stock Inactive,300455,09/19/2024,29,BAGCRAFT,08/26/2024,Suyeon Nam,57.8,1676.20
80644,010337,300046 KRAFT FRY BAG 1M/CS,N/A,O Non Stock Inactive,300046,09/16/2024,5,BAGCRAFT,09/09/2024,Suyeon Nam,31.45,157.25
80645,010338,LARGESHOP COMPOSTABLE TSHIRT BAG17.7X22.8 .96MIL  10/50/CS,N/A,N Stock Active,LRGSHOP,09/23/2024,49,1115 BIOBAG AMERICAS INC,08/22/2024,Suyeon Nam,55,2695.00
125075,010341,167 6X3.5X18 WHT BREAD BAG 1M/,N/A,N Stock Active,300167,09/23/2024,3,BAGCRAFT,09/09/2024,Suyeon Nam,74.35,223.05
118574,010349,BSW67538 WHT 20# OGR PAPER 8M/ GRES RESISTANT 6X.75X3-7/8 S/O,N/A,O Non Stock Inactive,BSW-67538-M,09/09/2024,105,2758 DURABLE PACKAGING INT'L.,08/29/2024,Suyeon Nam,112,11760.00
80653,010356,298 8# DOUBLE WAX BAG 1MC,N/A,N Stock Active,300298,09/24/2024,47,BAGCRAFT,09/23/2024,Suyeon Nam,64.95,3052.65
80654,010358,450009 FRENCH FRY BAG 2M/CS5-1/2X4-1/2,N/A,N Stock Active,450009,09/09/2024,5,BAGCRAFT,08/26/2024,Suyeon Nam,31.95,159.75
80655,010361,7.5X7.5 DELI BAG SADDLE PACK1"LIP/2"FLIP DP7575  2M,N/A,N Stock Active,DP7575,09/25/2024,206,LK PACKAGING,09/10/2024,Suyeon Nam,14.14,2912.84
124296,010379,BSW6518 SANDWICH BAG 2M/CS 6.5X1X7.5 WHITE,N/A,N Stock Active,BSW6518,09/20/2024,5,2758 DURABLE PACKAGING INT'L.,09/24/2024,Suyeon Nam,38.9,194.50
80670,010412,411 6X.75X6.5 WAX BAG 2M/CSWHITE,N/A,N Stock Active,300411,09/24/2024,31,BAGCRAFT,09/23/2024,Suyeon Nam,38.35,1188.85
80673,010426,BB-KP-26 TRUKRAFT 26" PANEL3.5X2X26  BREAD BAG 1M/CS,N/A,N Stock Active,BB-KP-26,09/19/2024,8,3266 FISCHER PAPER PRODUCTS  INC.,09/19/2024,Suyeon Nam,96.25,770.00
102394,010427,BB-KP-28 TRUKRAFT 28" PANEL 4.5X2.5X28  BREAD BAG 1M/CS,N/A,N Stock Active,BB-KP-28,09/17/2024,4,3266 FISCHER PAPER PRODUCTS  INC.,09/19/2024,Suyeon Nam,100.39,401.56
102395,010431,330-PL 3.5X2X8 POPCORN BAG UNPRINTED 1M/CS 3.5X2X8 S/O,N/A,N Stock Active,330-PL,09/03/2024,10,3266 FISCHER PAPER PRODUCTS  INC.,08/20/2024,Suyeon Nam,22.19,221.90
80678,010508,508 SANDWICH BAG PLAIN 6/1MCS6-3/4X6-1/2 NO PRINT,N/A,N Stock Active,508,N/A,7,3266 FISCHER PAPER PRODUCTS  INC.,N/A,Suyeon Nam,91.8,642.60
80679,010512,080 Kraft Sandwich Bag Dublview 500/CS 3-1/2X2-1/4X10-3/4,N/A,N Stock Active,300080,08/27/2024,2,BAGCRAFT,09/23/2024,Suyeon Nam,100.05,200.10
102169,010514,PB18 SANDWICH BAG WHITE 2M/CS 6X3/4X6-1/2 GR,N/A,O Non Stock Inactive,300405,09/24/2024,68,BAGCRAFT,08/26/2024,Suyeon Nam,36.05,2451.40
80685,010593,090 DUBL VIEW SAND BAG 500/CSKRAFT 4-1/4X2-3/4X11-3/4,N/A,O Non Stock Inactive,300090,09/10/2024,12,BAGCRAFT,08/05/2024,Suyeon Nam,87.4,1048.80
80688,010596,099 DUBL VIEW SAND BAG 500/CSKFT WITH TRAY 5.75X2.75X10.50 250,N/A,N Stock Active,300099,09/21/2024,42,BAGCRAFT,09/23/2024,Suyeon Nam,103.6,4351.20
123526,010599,591 1.5X16 TOILET SEAT BAND 1M 300591,N/A,N Stock Active,300591,09/24/2024,48,BAGCRAFT,09/23/2024,Suyeon Nam,13.55,650.40
80690,010603,602 FRENCH FRY BAGS 10/1M4.5X3.5  PLAIN WHITE,N/A,N Stock Active,602,09/12/2024,17,3266 FISCHER PAPER PRODUCTS  INC.,N/A,Suyeon Nam,7.46,126.82
115661,010605,COOKIE BAG 5-1/2X1X4 1M/8M CS GREASE-PROOF WHITE PER BOX S/O,N/A,O Non Stock Inactive,0,N/A,8,3266 FISCHER PAPER PRODUCTS  INC.,N/A,Suyeon Nam,11.79,94.32
128284,010610,BFN4545-1 FRY BAG 4.5X4.5 1M NATURAL OGR FRY BAG,N/A,N Stock Active,0,09/23/2024,3,2758 DURABLE PACKAGING INT'L.,09/24/2024,Suyeon Nam,17.5,52.50
80695,010714,714 1lb POLY BAG  2M/CS5.75X7.75 CELLO,N/A,N Stock Active,300714,09/04/2024,2,BAGCRAFT,08/09/2024,Suyeon Nam,123.5,247.00
80697,010755,11X6X11 KRAFT DIECUT HANDLE BG84245 UNPRINTED 500/BDL,N/A,N Stock Active,84245,09/24/2024,218,2780 DURO HILEX POLY LLC,09/24/2024,Erin Ventola,45.6,9940.80
80698,010756,11X6X11 WHITE PAPER DIECUT HANDLE BAG PLAIN 500/,N/A,N Stock Active,83862,09/23/2024,14,2780 DURO HILEX POLY LLC,07/25/2024,Erin Ventola,70.32,984.48
126662,010807,107 7X6-3/4 DUBL OPEN BAG 2M ECOCRAFT,N/A,N Stock Active,300107,09/20/2024,4,BAGCRAFT,08/26/2024,Suyeon Nam,35.15,140.60
80709,010830,456 FOIL HOT DOG BAG 1M/C3.5X1.5X9 UNPRINTED,N/A,O Non Stock Inactive,300456,09/12/2024,27,BAGCRAFT,09/23/2024,Suyeon Nam,55.55,1499.85
80712,010836,533/PLF7 PLN FOIL SANDWICH BAG1M/CS,N/A,N Stock Active,300533,09/24/2024,16,BAGCRAFT,09/23/2024,Suyeon Nam,47.1,753.60
80714,010839,612 85OZ THEATER POPCORN BAGECO-CRAFT BLUE STRIPE 500/CS,N/A,N Stock Active,300612,09/12/2024,17,BAGCRAFT,09/23/2024,Suyeon Nam,64.6,1098.20
80715,010842,12X12 RED DRY WAX WRAP 5M/CSFP1212-RD RED CHECK  5/1000,N/A,N Stock Active,FP1212-RD,09/24/2024,20,2758 DURABLE PACKAGING INT'L.,09/16/2024,Suyeon Nam,73.75,1475.00
80716,010843,12X12 BLACK DRY WAX WRAP 5M/CSFP1212-BK BLACK CHECK  5/1000,N/A,N Stock Active,FP1212-BK,09/24/2024,13,2758 DURABLE PACKAGING INT'L.,09/04/2024,Suyeon Nam,73.75,958.75
80717,010844,12X12 BLUE DRY WAX WRAP 5M/CSFP1212-BL BLUE CHECK  5/1000,N/A,N Stock Active,FP1212-BL,09/24/2024,2,2758 DURABLE PACKAGING INT'L.,09/24/2024,Suyeon Nam,73.75,147.50
80720,010848,848 12X12 DUBL SHIELD WRAP 4/500  ECOKRAFT  COMPOSTABLE,N/A,N Stock Active,300848,09/20/2024,13,BAGCRAFT,09/23/2024,Suyeon Nam,78.1,1015.30
80721,010849,849 15X16 Kraft Double Shield Wrap 1m/cs,N/A,N Stock Active,300849,09/24/2024,53,BAGCRAFT,09/23/2024,Suyeon Nam,81.25,4306.25
102300,010855,12X12 YELLOW DRY WAX WRAP S/O F1212-CAN CANARY YELL  5/1000,N/A,O Non Stock Inactive,F1212-CAN,05/30/2024,1,2758 DURABLE PACKAGING INT'L.,06/24/2024,Suyeon Nam,94.13,94.13
108280,010857,15X15 WHITE DRY WAX WRAP 4M/CS F1515  4/1000,N/A,N Stock Active,F1515,09/25/2024,10,2758 DURABLE PACKAGING INT'L.,09/24/2024,Suyeon Nam,69.9,699.00
80724,010865,865 DOUBLE PANEL BREAD BAG500/CS 6X3.5X13.5 ECOCRAFT,N/A,O Non Stock Inactive,300865,N/A,1,BAGCRAFT,N/A,Suyeon Nam,57.05,57.05
126663,010892,892 DOUBLE PANEL BREAD BAG 500/CS 6.5X3X21 ECOCRAFT,N/A,N Stock Active,300892,09/18/2024,11,BAGCRAFT,09/09/2024,Suyeon Nam,89.4,983.40
107973,010900,12X12 RED CHECK  DELI 5M/CS GREASE RESISTANT,N/A,O Non Stock Inactive,057700,06/21/2024,16,BAGCRAFT,07/16/2024,Suyeon Nam,89.15,1426.40
80730,010905,SW1515 15X15 WHT SAND WRAP 4M4/1M/CS,N/A,O Non Stock Inactive,54015,09/24/2024,51,BAGCRAFT,08/05/2024,Suyeon Nam,108.05,5510.55
106510,010917,10" SINGLE FACED PAD WHITE 250/CS,N/A,N Stock Active,4115,09/16/2024,3,3370 FORMAN INC,09/18/2024,Karen Groves,29.51,88.53
106511,010918,14" SINGLE FACED PAD WHITE 250/CS,N/A,O Non Stock Inactive,4117,08/13/2024,1,3370 FORMAN INC,08/12/2024,Karen Groves,51.26,51.26
118980,010919,12" SINGLE FACED PAD WHITE 250/CS FORMAN 4116,N/A,N Stock Active,4116,09/03/2024,3,3370 FORMAN INC,09/12/2024,Karen Groves,39.39,118.17
118914,011005,4# KRAFT SO BAGS  500/CS 18404  5x3-1/8x9-3/4,N/A,N Stock Active,18404,09/25/2024,132,2780 DURO HILEX POLY LLC,08/30/2024,Erin Ventola,7.5,990.00
80738,011013,20# KRAFT SO BAGS TALL 500/BDL8-1/4x5-1/4x16-1/4,N/A,N Stock Active,1002000C00,09/25/2024,23,669 ROSENBLOOM GROUPE INC.,07/16/2024,Karen Groves,17.89,411.47
106489,011028,25# KRFT 40# SHORTY BAG 500/BD 18428   8.25X6-1/8X15-7/8,N/A,N Stock Active,18428,09/25/2024,26,2780 DURO HILEX POLY LLC,08/05/2024,Erin Ventola,23.71,616.46
80740,011032,PINT LIQUOR KRAFT BAGS 500/BDL,N/A,N Stock Active,40032,08/05/2024,9,2780 DURO HILEX POLY LLC,N/A,Erin Ventola,9.89,89.01
102305,011034,25# TWELVE PK KRFT BAG 300/BD 72609  65#  8-1/4X6-1/8X15-7/8,N/A,N Stock Active,72609,08/30/2024,16,2780 DURO HILEX POLY LLC,09/25/2024,Erin Ventola,32.92,526.72
106490,011035,25# KRFT SHORT HEAVY DUTY BAG 71026 57# BULWARK  400/BD,N/A,N Stock Active,71026,09/24/2024,10,2780 DURO HILEX POLY LLC,09/25/2024,Erin Ventola,28.15,281.50
119404,011052,4# WHT BAGS 500/CS   51004 5x3-1/8x9-3/4,N/A,N Stock Active,51004,09/23/2024,141,2780 DURO HILEX POLY LLC,08/30/2024,Erin Ventola,9.43,1329.63
80743,011053,5# WHT LUNCH BAG 500/BDLWB05NP5C  5-3/4x3-3/8x10-13/16,N/A,N Stock Active,1000500W00,09/12/2024,20,669 ROSENBLOOM GROUPE INC.,08/14/2024,Karen Groves,11.7,234.00
80744,011055,8# WHT BAGS 500/BDL6-1/8X4X12-3/8 WB08NP5C,N/A,N Stock Active,1000800W00,09/24/2024,330,669 ROSENBLOOM GROUPE INC.,09/20/2024,Karen Groves,15.41,5085.30
128809,011127,12X8X13 BROWN SHOPPER 250/CS TWIST HANDLE   100GSM,N/A,N Stock Active,128809,09/25/2024,86,EKO PACKING LLC,09/20/2024,Erin Ventola,36,3096.00
80750,011133,20# KRAFT 57# HEAVY DUTY BAG250/BLD,N/A,N Stock Active,1101600H00,09/23/2024,102,669 ROSENBLOOM GROUPE INC.,08/14/2024,Karen Groves,13.03,1329.06
126665,011215,5.5X3.25X8.375 KRAFT GEM SHPR 87093   60#             250/CS,N/A,O Non Stock Inactive,87093,N/A,1,2780 DURO HILEX POLY LLC,N/A,Erin Ventola,34.65,34.65
118571,011254,BSN6772 6X7 KRAFT SANDWICH BAG 6X.75X6.5 2M/CS,N/A,N Stock Active,BSN6772,09/21/2024,379,2758 DURABLE PACKAGING INT'L.,09/24/2024,Suyeon Nam,33,12507.00
126666,011294,8.67X4.13X10.43 BROWN SHOPPER TEMPO  100GSM   250/CS,N/A,N Stock Active,011294,09/24/2024,45,EKO PACKING LLC,09/20/2024,Erin Ventola,26.8,1206.00
103019,011440,PB6701 MONDAY 6.5X7 BAG 2M/CS STOCK  BLUE,N/A,N Stock Active,PB6701,09/23/2024,1,7660 NATIONAL CHECKING COMPANY,08/16/2024,Erin Ventola,34.25,34.25
103020,011441,PB6702 TUESDAY 6.5X7 BAG 2M/CS STOCK YELLOW,N/A,N Stock Active,PB6702,09/23/2024,3,7660 NATIONAL CHECKING COMPANY,09/05/2024,Erin Ventola,34.25,102.75
103021,011442,PB6703 WED 6.5X7 BAG 2M/CS STOCK RED,N/A,N Stock Active,PB6703,09/23/2024,4,7660 NATIONAL CHECKING COMPANY,09/18/2024,Erin Ventola,34.25,137.00
103022,011443,PB6704 THUR 6.5X7 BAG  2M/CS STOCK BROWN,N/A,N Stock Active,PB6704,09/23/2024,5,7660 NATIONAL CHECKING COMPANY,09/18/2024,Erin Ventola,34.25,171.25
103024,011445,PB6706 SAT 6.5X7 BAG  2M/CS STOCK ORANGE,N/A,N Stock Active,PB6706,09/23/2024,6,7660 NATIONAL CHECKING COMPANY,09/17/2024,Erin Ventola,34.25,205.50
103025,011446,PB6707 SUNDAY 6.5X7 BAG 2M/CS STOCK BLACK,N/A,N Stock Active,PB6707,09/23/2024,2,7660 NATIONAL CHECKING COMPANY,09/05/2024,Erin Ventola,34.25,68.50
119899,012013,20# KRFT SO BAGS TALL 500/BD 18420    8-1/4x5-5/16x16-1/8,N/A,N Stock Active,18420,N/A,45,2780 DURO HILEX POLY LLC,09/25/2024,Erin Ventola,18.96,853.20
102735,012130,12# KRFT HVY DUTY BAG 500/BDL 13.5x19.5x7.25,N/A,N Stock Active,D55,09/24/2024,123,669 ROSENBLOOM GROUPE INC.,08/14/2024,Karen Groves,19.91,2448.93
122762,012158,10X7X12 BROWN SHOPPER BISTRO 100GSM 250/CS,N/A,N Stock Active,012158,09/24/2024,87,EKO PACKING LLC,09/20/2024,Erin Ventola,31.9,2775.30
80760,012215,5.25X3.5X8.25 KRAFT SHOPPER60#   GEM          250/CS,N/A,N Stock Active,NK-050308,07/24/2024,18,2780 DURO HILEX POLY LLC,03/29/2024,Erin Ventola,29,522.00
80761,012220,18X7X18.75 BROWN KRAFT SHOPPER 200/CS  CARGO,N/A,N Stock Active,87148,09/24/2024,58,2780 DURO HILEX POLY LLC,09/25/2024,Erin Ventola,55.15,3198.70
119900,013036,QUART KRFT LIQUOR BAG 500/BD 40036  4.25x2.5x16,N/A,N Stock Active,40036,09/24/2024,18,2780 DURO HILEX POLY LLC,08/30/2024,Erin Ventola,12.56,226.08
129739,013127,12X8X13 WHITE SHOPPER 250/CS TWIST HANDLE   100GSM,N/A,N Stock Active,0,09/24/2024,101,EKO PACKING LLC,09/09/2024,Erin Ventola,46.3,4676.30
129740,013128,8.67X4.13X10.43 WHITE SHOPPER TEMPO 100GSM  250/CS,N/A,N Stock Active,0,09/25/2024,51,EKO PACKING LLC,09/06/2024,Erin Ventola,33.9,1728.90
129741,013129,9.65X5X13  WHITE SHOPPER MISSY  100GSM  250/CS,N/A,N Stock Active,0,09/19/2024,40,EKO PACKING LLC,09/16/2024,Erin Ventola,39.3,1572.00
129742,013130,12.6X7X13 WHITE SHOPPER 250/CS JR MART   100GSM,N/A,N Stock Active,0,09/25/2024,114,EKO PACKING LLC,09/13/2024,Erin Ventola,46.27,5274.78
122763,013200,13X7X17 BROWN KRAFT SHOPPER MART 100GSM 250/CS,N/A,N Stock Active,0,09/24/2024,63,EKO PACKING LLC,09/20/2024,Erin Ventola,44.35,2794.05
126668,013213,9.65X4.92X13 BROWN SHOPPER MISSY    100GSM    250/CS,N/A,N Stock Active,013213,09/25/2024,73,EKO PACKING LLC,09/25/2024,Erin Ventola,30,2190.00
129743,013230,13.75X9.5X15.75 WHITE SHOPPER SUPER ROYAL   110GSM   200/CS,N/A,N Stock Active,013230,09/24/2024,138,EKO PACKING LLC,09/20/2024,Erin Ventola,49,6762.00
129744,013258,10X7X12 WHITE SHOPPER  250/CS BISTRO  100GSM,N/A,N Stock Active,0,09/24/2024,75,EKO PACKING LLC,09/13/2024,Erin Ventola,42,3150.00
122765,013259,13.75X9.5X15.75 BROWN SHOPPER SUPER ROYAL 110GSM 200/CS,N/A,N Stock Active,013259,09/24/2024,208,EKO PACKING LLC,09/24/2024,Erin Ventola,37,7696.00
88085,019562,3055 COCKTAIL GLASS 8.5OZ 12CS PERCEPTION,N/A,N Stock Active,3055,09/17/2024,5,SUPREME HOTEL & RESTAURANT SUPPLY,09/17/2024,Eleni Davis,36.36,181.80
97012,020101,15" 40# WHITE BUTCHER PAPER900' ROLL,N/A,N Stock Active,15x900WHT,09/24/2024,27,3825 GORDON PAPER COMPANY INC.,09/05/2024,Suyeon Nam,14.78,399.06
97013,020102,18" WHITE BUTCHER PAPER ROLL900',N/A,N Stock Active,C8140B189,09/18/2024,83,3825 GORDON PAPER COMPANY INC.,09/16/2024,Suyeon Nam,17.55,1456.65
97014,020103,24" 40# WHITE BUTCHER PAPER900' ROLL,N/A,N Stock Active,0,09/23/2024,3,3825 GORDON PAPER COMPANY INC.,09/05/2024,Suyeon Nam,23.64,70.92
97015,020104,36" WHITE BUTCHER PAPER ROLL900',N/A,N Stock Active,C8140369,09/23/2024,29,3825 GORDON PAPER COMPANY INC.,08/01/2024,Suyeon Nam,35.1,1017.90
97016,020105,30" WHITE BUTCHER PAPER ROLL900',N/A,N Stock Active,0,09/19/2024,30,3825 GORDON PAPER COMPANY INC.,09/05/2024,Suyeon Nam,29.55,886.50
