Item ID,Item,Description,Item Sales Rep,DNR Activity Code,Item Vendor,Last Date Sold,Total Inventory on Hand, Preferred Vendor,Last Date Purchased, Buyer Name,Preferred Vendor Price,Extended Cost 
128691,1105254,Wax Pillar Candle 3x9 Ivory 12/cs,Ayana Lugo,N Stock Active,P3X9I-12,09/04/2024,3,4155 HOLLOWICK INC.,09/18/2024,Eleni Davis,66.19,198.57
128694,1105264,Elemental 26QT Sauce Pot Aluminum - EA,N/A,O Non Stock Inactive,ASHP-26,06/25/2024,1,FOODWARE LLC,N/A,Eleni Davis,80.14,80.14
129595,1119770,12.5oz Old Fashioned Rocks Glass Pasabahce - dz,N/A,N Stock Active,P52790,08/06/2024,3,11234 STEELITE USA,04/04/2024,Eleni Davis,31.29,93.87
129596,1119771,7.5oz Juice Glass Pasabahce - DZ,N/A,O Non Stock Inactive,P52810,06/11/2024,11,11234 STEELITE USA,03/25/2024,Eleni Davis,24,264.00
129597,1119772,2oz Shot Glass Pasabahce - dz,N/A,N Stock Active,P52780,08/21/2024,4,11234 STEELITE USA,05/28/2024,Eleni Davis,12.3,49.20
129598,1119773,10.5oz Hi Ball Glass Pasabahce - DZ,N/A,O Non Stock Inactive,P52820,06/13/2024,8,11234 STEELITE USA,04/04/2024,Eleni Davis,29.16,233.28
130447,1121382,5.2oz Plastic Tumbler Textured Exterior SAN Clear - 24/cs,N/A,O Non Stock Inactive,500P2152,07/10/2024,14,1610 CAMBRO MANUFACTURING COMPANY,05/14/2024,Eleni Davis,14.88,208.32
130690,1122004,8oz Banquet China Soup Plate/Bowl - 12/cs,N/A,O Non Stock Inactive,BADP23,03/14/2024,3,9966 RAK PORCELAIN USA  INC.,04/19/2024,Eleni Davis,57.77,173.31
130980,1123822,Camshelving 5-tier Sheliving Unit 24x24x72 - EA,N/A,O Non Stock Inactive,EXU242472V5480,03/06/2024,1,1610 CAMBRO MANUFACTURING COMPANY,03/27/2024,Eleni Davis,319.5,319.50
130983,1123825,Camshelving 5-tier Shelving Unit 24x60x84 - EA,N/A,O Non Stock Inactive,EXA246084V5480,04/02/2024,2,1610 CAMBRO MANUFACTURING COMPANY,03/27/2024,Eleni Davis,463.5,927.00
130984,1123826,Camshelving Dunnage Stand Support 24x6-1/2 Speckled Gray - EA,N/A,O Non Stock Inactive,CSDS24H6480,03/06/2024,2,1610 CAMBRO MANUFACTURING COMPANY,03/27/2024,Eleni Davis,33.64,67.28
131436,1130944,10oz Zombie Colling Glass Straight Sided - 72/cs,N/A,O Non Stock Inactive,53,N/A,1,SUPREME HOTEL & RESTAURANT SUPPLY,N/A,Eleni Davis,89.43,89.43
131545,1131738,Shaker Dredge Lid Polycarbonate White - 12/cs,N/A,N Stock Active,96SKRLP148,09/12/2024,9,1610 CAMBRO MANUFACTURING COMPANY,09/05/2024,Eleni Davis,7.13,64.17
131562,1132064,ITALIAN DISCO PINT GLASSMS7005 - 24/CS -,N/A,N Stock Active,MS7005,07/01/2024,12,BGD PROMO,05/28/2024,Eleni Davis,36,432.00
131566,1132068,IRON ROOSTER 16oz Mixing Glass 24/CS,N/A,N Stock Active,ms7005,07/22/2024,5,BGD PROMO,06/24/2024,Eleni Davis,41.28,206.40
131567,1132069,CHOPTANK PRINTED PINT GLASS FELLS - ANNAP - 24/CS,N/A,N Stock Active,MS7005 PMS 648,09/10/2024,24,BGD PROMO,09/09/2024,Eleni Davis,36,864.00
131568,1132070,16oz SILVER DINER BISTRO MUG - 35th ANNIVERSARY - 36/CS,N/A,O Non Stock Inactive,CM700,09/17/2024,12,BGD PROMO,07/12/2024,Eleni Davis,111.6,1339.20
131570,1132072,16oz SILVER DINER BISTRO MUG - 36/CS,N/A,N Stock Active,CM700,09/09/2024,7,BGD PROMO,06/14/2024,Eleni Davis,97.2,680.40
131572,1132074,CHICK AND RUTHS 16OZ MASON JAR 12/CS,N/A,O Non Stock Inactive,MJ0204,09/16/2024,39,BGD PROMO,09/09/2024,Eleni Davis,12,468.00
131591,1133075,23 Gal Sim Indoor Trash receptacle HDPE Black - EA,N/A,N Stock Active,PTC-23K,09/20/2024,39,FOODWARE LLC,09/19/2024,Eleni Davis,19.83,773.37
131634,1133456,Watershed 16oz Mixing Glass 24/cs,N/A,N Stock Active,MS7005,09/16/2024,11,BGD PROMO,07/22/2024,Eleni Davis,36,396.00
131811,1135691,Custom 14OZ Mixing Glass Blackwall Barn - 24/cs,N/A,O Non Stock Inactive,V6520,N/A,34,1711 CARDINAL INTERNATIONAL INC,N/A,Eleni Davis,44.88,1525.92
131865,1136684,CGS-38S Stanchion Retractable 35.5"H 2/cs,N/A,O Non Stock Inactive,CGS-38S Stanchion Retractable 35.5" H,07/28/2024,46,FOODWARE LLC,N/A,Eleni Davis,102.66,4722.36
132201,1140730,35084 Probe Wipes 10/100/cs,N/A,N Stock Active,35084,09/23/2024,29,CFS BRANDS  LLC,08/29/2024,Eleni Davis,24.32,705.28
132374,1143282,1-1/4oz Eiffel Tower Salt & Pepper Shakers 4-1/2" high Paneled Glass SS Tops - EA,N/A,O Non Stock Inactive,SP126,09/03/2024,1,413 AMERICAN METALCRAFT  INC.,09/20/2024,Eleni Davis,0.72,0.72
132376,1143283,4-1/2" Wood Picks Golf Tee - 25 ea White  Blue  Green & Red - Bamboo - 100/pack - 12 Packs/Case,N/A,O Non Stock Inactive,BAMSP345,04/18/2024,13,11545 TABLECRAFT PRODUCTS CO. INC.,05/13/2024,Eleni Davis,41.04,533.52
132592,1146198,16oz Invertatop Squeeze Bottle - Valve Top 53mm Dual Opening Clear - 12/cs,N/A,N Stock Active,16SV,09/13/2024,11,11545 TABLECRAFT PRODUCTS CO. INC.,06/27/2024,Eleni Davis,24.96,274.56
132738,1148370,Mixing Glass 16oz James Joyce  24/cs,N/A,N Stock Active,MS7005,06/28/2024,9,BGD PROMO,05/28/2024,Eleni Davis,36,324.00
132788,1148754,Shaker 6oz Swirl Black Perforated Plastic Top - 12/cs,N/A,O Non Stock Inactive,P260BK,05/15/2024,2,11545 TABLECRAFT PRODUCTS CO. INC.,05/28/2024,Eleni Davis,28.56,57.12
132789,1148755,Shaker 6oz Swirl Black Slotted Plastic Top - 12/cs,N/A,O Non Stock Inactive,P260SLBK,05/15/2024,2,11545 TABLECRAFT PRODUCTS CO. INC.,05/28/2024,Eleni Davis,28.56,57.12
132792,1148758,CW2030 ROASTING PAN 3-1/2 QT  S/S BRUSHED FINISH,N/A,O Non Stock Inactive,CW2030,06/20/2024,1,11545 TABLECRAFT PRODUCTS CO. INC.,06/14/2024,Eleni Davis,56.01,56.01
133137,1152424,Parchment Paper 33x20  Fata Cooking Film up to 400 Degrees - EA,N/A,N Stock Active,R560 50,09/17/2024,5,5007 J.B. PRINCE COMPANY  INC.,09/06/2024,Eleni Davis,79.92,399.60
133250,1155905,Chick & Ruths Mason Jar w/Lid Gallon - 1/cs,N/A,O Non Stock Inactive,349K,07/09/2024,121,BGD PROMO,07/11/2024,Eleni Davis,15.5,1875.50
133271,1156264,MUG 11.5oz SILVER DINER CUSTOM BW-1114 - 36/CS,N/A,O Non Stock Inactive,BW-1114,06/04/2024,2,BGD PROMO,07/11/2024,Eleni Davis,124.2,248.40
133529,1160904,Scale Portion Digital 22lb LCD Display w/Backlight - EA,N/A,O Non Stock Inactive,SCAL-D22,09/19/2024,1,FOODWARE LLC,09/19/2024,Eleni Davis,42.07,42.07
133540,1160915,Pocket Thermometer Digital -40 to 302 Degrees - EA,N/A,O Non Stock Inactive,TMT-DG1,09/19/2024,2,FOODWARE LLC,09/19/2024,Eleni Davis,7.72,15.44
133578,1161627,Mini Snack Bag 4.25x2.5x3.75 Square  Grease Resistant  Disposable Black - 250/pk,N/A,O Non Stock Inactive,SBB4,09/18/2024,1,413 AMERICAN METALCRAFT  INC.,07/01/2024,Eleni Davis,58.32,58.32
133641,1162365,122031 Cheese Wire 31-1/2" S/S 10/Bag,N/A,N Stock Active,122031,09/23/2024,29,7133 MATFER BOURGEAT INC.,09/05/2024,Eleni Davis,21.5,623.50
133649,1163382,ROCKS GLASS 10OZ SATIN ETCH TITAN GROUP - 12/CS STOCK,N/A,N Stock Active,V4733,09/09/2024,21,1711 CARDINAL INTERNATIONAL INC,N/A,Eleni Davis,33.48,703.08
133650,1163383,CUSTOM 16OZ WINE GLASS BLACKWALL BARN - 24/CS,N/A,O Non Stock Inactive,V6519,09/17/2024,28,1711 CARDINAL INTERNATIONAL INC,N/A,Eleni Davis,129.6,3628.80
133653,1163386,6-2/3" China Plate Classic Gourmet - 24/cs,N/A,O Non Stock Inactive,CLFP17,N/A,5,9966 RAK PORCELAIN USA  INC.,06/27/2024,Eleni Davis,145.55,727.75
133654,1163387,8-5/8x6-1/10 China Platter Oval - 12/cs,N/A,O Non Stock Inactive,BAOP22,N/A,16,9966 RAK PORCELAIN USA  INC.,06/27/2024,Eleni Davis,84.75,1356.00
133672,1163405,CHINA BOWL 58.5OZ ROUND DEEP COBALT - 2/cs - S/O,N/A,O Non Stock Inactive,EADC28CO,08/19/2024,6,9966 RAK PORCELAIN USA  INC.,07/10/2024,Eleni Davis,43.76,262.56
133683,1164088,DCI12BLBD ONION SOUP CROCK  10 OZ  4-1/4" DIA  W/HANDLE CERAMIC  LAREDO DRIP - 24/CS,N/A,O Non Stock Inactive,DCI12BLBD,08/07/2024,2,11234 STEELITE USA,09/03/2024,Eleni Davis,131.26,262.52
133715,1164793,12oz Beer Glass Safedge Embassy - 24/cs,N/A,O Non Stock Inactive,3728,06/28/2024,4,SUPREME HOTEL & RESTAURANT SUPPLY,07/12/2024,Eleni Davis,89.62,358.48
133749,1165823,5232-13 SQUEEZE BOTTLE 32ozCLEAR W/STANDARD CAP - 12/cs,N/A,O Non Stock Inactive,5232-13,07/01/2024,1,12700 THE VOLLRATH COMPANY  L.L.C.,08/08/2024,Eleni Davis,30.24,30.24
133815,1168553,In Counter Waste Chute - Large  SS - EA,N/A,O Non Stock Inactive,L360C,N/A,2,CFS BRANDS  LLC,08/02/2024,Eleni Davis,27.5,55.00
133910,1171014,1RL JUMBO TISSUE DISPENSER - BLACK - EA,N/A,O Non Stock Inactive,R6100BK,06/29/2024,19,CFS BRANDS  LLC,08/02/2024,Eleni Davis,15.19,288.61
134355,1178524,SC-222-CL SAUCE CUP 2OZ CLEAR - 48/cs,N/A,N Stock Active,SC-222-CL,08/29/2024,3,FOODWARE  LLC,08/22/2024,Eleni Davis,24.8,74.40
134526,1181052,SODA CHARGER CO2 8 GRAMS 10/PK - 36PKS/CS,N/A,O Non Stock Inactive,000499,09/03/2024,6,4592 ISI NORTH AMERICA,09/06/2024,Eleni Davis,216,1296.00
134647,1183199,Portion Control Spoon 6oz SS Black Handle - EA,N/A,N Stock Active,7706,09/20/2024,7,11545 TABLECRAFT PRODUCTS CO. INC.,08/30/2024,Eleni Davis,2.37,16.59
134693,1183921,20OZ Guinness '18 Gravity Glass - 24/cs,N/A,O Non Stock Inactive,Guinness,09/11/2024,6,7300 MISCELLANEOUS VENDORS ONLY,09/05/2024,Eleni Davis,0.0001,0.00
134786,1185686,Nooshi Spices Mixing Glass 16oz Custom Satin Etch - 24/cs,N/A,O Non Stock Inactive,MS7005,08/27/2024,12,BGD PROMO,09/17/2024,Eleni Davis,36,432.00
134906,1188501,CUSTOM 12OZ OLD FASHIONED BLACKWALL BARN - 12/CS,N/A,O Non Stock Inactive,V6521,N/A,27,1711 CARDINAL INTERNATIONAL INC,N/A,Eleni Davis,39.36,1062.72
88273,121830,12183CW FOOD BOX 12X18X3 CLEAREA    6/cs,N/A,O Non Stock Inactive,12183CW135,06/26/2024,2,1610 CAMBRO MANUFACTURING COMPANY,07/10/2024,Eleni Davis,11.36,22.72
126725,125501,5501 TUMBLER STACK 5-OZ CLEAR STOCK 72/CS,N/A,N Stock Active,550107,09/17/2024,4,CFS BRANDS  LLC,09/09/2024,Eleni Davis,36.72,146.88
109439,1380010,WL2901 MONTEREY TEASPOON 36/BOX STOCK,N/A,N Stock Active,WL2901,N/A,3,11234 STEELITE USA,03/25/2024,Eleni Davis,21.39,64.17
88297,138016,WL2912 MONTEREY BOUILLON 24/BX,Kris Jordan,N Stock Active,WL2912,09/21/2024,15,11234 STEELITE USA,09/16/2024,Eleni Davis,18,270.00
88350,194717,14849 8" NONSTICK SCISSORS 6/CS,N/A,O Non Stock Inactive,14849,07/11/2024,51,134 TRIMEGA PURCHASING ASSOCIATION,N/A,Eleni Davis,6.09,310.59
88356,201100,KT1100 CAN OPENER PARTS - PKFOR #1 OPENER - STOCK,N/A,N Stock Active,KT1100,09/18/2024,7,2842 EDLUND COMPANY LLC,06/25/2024,Eleni Davis,40,280.00
102563,205137,5137 MIXING GLASS 20OZ  24/CS STOCK,N/A,N Stock Active,5137,09/23/2024,12,LIBBEY GLASS LLC,09/17/2024,Eleni Davis,80.64,967.68
88365,208680,20868 9OZ HI BALL GLASS 36/CS  EXCALIBUR,N/A,N Stock Active,20868,03/25/2024,6,1711 CARDINAL INTERNATIONAL INC,N/A,Eleni Davis,45.82,274.92
88366,208739,20873 10-1/2OZ ROCKS GLASS36/CS EXCALIBUR WHISKEYSOU,N/A,O Non Stock Inactive,20873,N/A,1,1711 CARDINAL INTERNATIONAL INC,N/A,Eleni Davis,54.84,54.84
88371,210003,RFSCW2135 RND 2QT FOOD CONT CL 12/CS,N/A,N Stock Active,RFSCW2135,09/12/2024,8,1610 CAMBRO MANUFACTURING COMPANY,09/17/2024,Eleni Davis,4.62,36.96
88373,210009,460903 TONG SALAD 9" BLACK12/CS - STOCK,N/A,N Stock Active,460903,09/03/2024,14,CFS BRANDS  LLC,09/11/2024,Eleni Davis,2.7,37.80
88374,210011,400607 TONG 6" CLEAR EA,N/A,O Non Stock Inactive,400607,N/A,10,CFS BRANDS  LLC,N/A,Eleni Davis,1.71,17.10
88375,210012,SFC12SCPP190 FOOD COVER SQUARE12-18-22QT SQUARE 6/CS EA,N/A,N Stock Active,SFC12SCPP190,09/03/2024,10,1610 CAMBRO MANUFACTURING COMPANY,08/22/2024,Eleni Davis,3.3,33.00
88376,210013,12CW135 FOOD PAN FULLX2.5 Clear6/CS -,N/A,O Non Stock Inactive,12CW135,05/21/2024,4,1610 CAMBRO MANUFACTURING COMPANY,06/10/2024,Eleni Davis,10.08,40.32
88377,210016,16CW135 FULL X 6 FOOD PANCLEAR - 6/CS  STOCK,N/A,N Stock Active,16CW135,09/18/2024,16,1610 CAMBRO MANUFACTURING COMPANY,09/10/2024,Eleni Davis,15.53,248.48
88378,210017,16CW110 FOOD PAN FULLX6 BLACK6/CS,N/A,O Non Stock Inactive,16CW110,07/08/2024,6,1610 CAMBRO MANUFACTURING COMPANY,07/09/2024,Eleni Davis,15.53,93.18
88380,210020,4009 TONG SALAD 9" CLEAR EA12/CS STOCK,N/A,N Stock Active,4009-07,09/13/2024,18,CFS BRANDS  LLC,09/11/2024,Eleni Davis,2.7,48.60
88383,210024,24CW135 FOOD PAN 1/2X4 CLEAREA - 6/CS  STOCK,N/A,N Stock Active,24CW135,09/19/2024,9,1610 CAMBRO MANUFACTURING COMPANY,09/19/2024,Eleni Davis,6.96,62.64
88384,210026,26CW135 FOOD PAN 1/2X6 CLEAREA - 6/CS  STOCK,N/A,N Stock Active,26CW135,09/16/2024,12,1610 CAMBRO MANUFACTURING COMPANY,09/17/2024,Eleni Davis,8.93,107.16
88387,210030,30CWCH135 COVER 1/3 SIZE CLEARFLAT WITH HANDLE 6/CS  STOCK,N/A,N Stock Active,30CWCH135,09/06/2024,8,1610 CAMBRO MANUFACTURING COMPANY,N/A,Eleni Davis,3.25,26.00
88389,210036,36CW135 FOOD PAN 1/3X6 CLEAREA - 6/CS  STOCK,N/A,N Stock Active,36CW135,09/06/2024,13,1610 CAMBRO MANUFACTURING COMPANY,09/10/2024,Eleni Davis,6.75,87.75
88400,210060,60CWCH COVER 1/6 SIZE CLEAR EA6/CS  STOCK,N/A,N Stock Active,10310/60CWCH-135,08/26/2024,24,1610 CAMBRO MANUFACTURING COMPANY,06/17/2024,Eleni Davis,2.55,61.20
88401,210064,64CW135 FOOD PAN 1/6X4 CLEAREA - 6/CS  STOCK,N/A,N Stock Active,64CW135,09/19/2024,10,1610 CAMBRO MANUFACTURING COMPANY,09/19/2024,Eleni Davis,3.48,34.80
88408,210111,10CWCH FULL FOOD PAN LID CLEARSTOCK  WITH Handle 6/CS,N/A,N Stock Active,10CWCH135,07/24/2024,33,1610 CAMBRO MANUFACTURING COMPANY,08/09/2024,Eleni Davis,8.49,280.17
97121,210132,PPR-2K BLACK LIQUOR POURER 3"FREE FLOW PLASTIC STOCK,N/A,N Stock Active,PPR-2K,09/23/2024,35,FOODWARE LLC,09/13/2024,Eleni Davis,1.65,57.75
88416,210147,SM(N)-24 PORTION SCALE EA32oz x 1/4oz - STOCK,N/A,N Stock Active,SM(N)-24,09/19/2024,20,13944 YAMATO CORPORATION,09/03/2024,Eleni Davis,104.4,2088.00
88417,210149,SM(N)-20 PORTIONSCALE 20LB1OZSTOCK,N/A,N Stock Active,SM(N)-20,09/19/2024,7,13944 YAMATO CORPORATION,09/03/2024,Eleni Davis,104.4,730.80
88418,210150,1 CAN OPENER WITH BASE EASTOCK,N/A,N Stock Active,1,09/22/2024,9,2842 EDLUND COMPANY LLC,06/25/2024,Eleni Davis,121.83,1096.47
88420,210163,EGT404 GRIDDLE TAMER II EAGRILL SCRAPER STOCK,N/A,N Stock Active,EGT404,09/20/2024,4,6318 LE-JO ENTERPRISES  INC.,09/05/2024,Eleni Davis,30,120.00
100800,210179,CBG182412WH CUTTING BOARD18X24X1/2  WHITE - EA,N/A,O Non Stock Inactive,CBG182412WH,09/06/2024,2,CFS BRANDS  LLC,04/09/2024,Eleni Davis,44.9,89.80
88423,210201,400MCCW135 4QT MEASURE CUP  EACLEAR PLASTIC - STOCK,N/A,N Stock Active,400MCCW135,09/19/2024,19,1610 CAMBRO MANUFACTURING COMPANY,09/17/2024,Eleni Davis,10.48,199.12
88429,210252,25MCCW MEASURE CUP 1 CUP 12/CSCLEAR STOCK,N/A,N Stock Active,25MCCW135,08/16/2024,9,1610 CAMBRO MANUFACTURING COMPANY,06/25/2024,Eleni Davis,3.35,30.15
88431,210281,20CWCH COVER 1/2 SIZE CLEAR EA6/CS  STOCK,N/A,N Stock Active,20CWCH-135,08/29/2024,6,1610 CAMBRO MANUFACTURING COMPANY,09/17/2024,Eleni Davis,4.46,26.76
88432,210302,66CW135 FOOD PAN 1/6X6 CLEAREA - 6/CS  STOCK,N/A,N Stock Active,66CW135,09/17/2024,34,1610 CAMBRO MANUFACTURING COMPANY,09/17/2024,Eleni Davis,4.69,159.46
88434,210314,30CWD DRAIN TRAY 1/3 SIZE EACLEAR 6/CS   STOCK,N/A,N Stock Active,30CWD-135,09/16/2024,3,1610 CAMBRO MANUFACTURING COMPANY,09/05/2024,Eleni Davis,3.14,9.42
88437,210400,RFSCW4135 4qt FOOD STORAGECONTAINER CLEAR 12/CS,N/A,N Stock Active,RFSCW4135,09/18/2024,7,1610 CAMBRO MANUFACTURING COMPANY,N/A,Eleni Davis,7.76,54.32
123594,210412,1040012T 16.75OZ STEMLESS WINE STOLZLE - 24/CS - STOCK,N/A,N Stock Active,1040012T,09/18/2024,3,9966 RAK PORCELAIN USA  INC.,08/26/2024,Eleni Davis,114.98,344.94
116009,210416,10410U13 COVER HH FULL SOLID FOR 1/1 PAN AMBER -,N/A,N Stock Active,10410U13,09/19/2024,154,CFS BRANDS  LLC,09/11/2024,Eleni Davis,22.94,3532.76
88441,210474,AES-1 SINGLE EGG SLICER EACHSS WIRES ALUMINUM - STOCK,N/A,N Stock Active,AES-1,09/22/2024,3,FOODWARE LLC,09/19/2024,Eleni Davis,4.57,13.71
88449,210624,1062407 FOOD BOX 26X18X15WITH HANDLES 3EA/CS CLEAR,N/A,O Non Stock Inactive,1062407,N/A,2,CFS BRANDS  LLC,N/A,Eleni Davis,147.14,294.28
88450,210630,85110 MENU STAND ACRYLIC EA8.5"X11" - MUST BUY 12 -,N/A,O Non Stock Inactive,85110,06/05/2024,8,11545 TABLECRAFT PRODUCTS CO. INC.,06/12/2024,Eleni Davis,10.28,82.24
88456,210808,CCS-10F CHINA CAP FINE  10"EASTOCK,N/A,N Stock Active,CCS-10F,09/20/2024,9,FOODWARE LLC,07/18/2024,Eleni Davis,15.97,143.73
88460,210907,N7007 ARKADIA FRY PAN 7"N/S EASTOCK  6/CS,N/A,N Stock Active,N7007,08/30/2024,16,12700 THE VOLLRATH COMPANY  L.L.C.,09/20/2024,Eleni Davis,11.84,189.44
88461,210909,N7008 ARKADIA FRY PAN 8"NON STICK - EA - STOCK,N/A,N Stock Active,N7008N,09/17/2024,38,12700 THE VOLLRATH COMPANY  L.L.C.,09/20/2024,Eleni Davis,16.88,641.44
88462,210910,N7014 ARKADIA FRY PAN 14" N/SSTOCK,N/A,N Stock Active,N7014,09/17/2024,9,12700 THE VOLLRATH COMPANY  L.L.C.,07/25/2024,Eleni Davis,50.27,452.43
88463,210912,N7012 ARKADIA FRY PAN 12"N/SSTOCK,N/A,N Stock Active,N7012,08/25/2024,6,12700 THE VOLLRATH COMPANY  L.L.C.,08/16/2024,Eleni Davis,36.9,221.40
88468,211006,100MCCW135 1QT MEASURE CUP  EA12EA/CS CLEAR PLASTIC STOCK,N/A,N Stock Active,100MCCW135,09/22/2024,43,1610 CAMBRO MANUFACTURING COMPANY,09/10/2024,Eleni Davis,7,301.00
101836,211022,1102225 CAST IRON 2.75QT DUTCHOVEN BLACK MATTE - EA,N/A,O Non Stock Inactive,1102225,N/A,1,14071 ZWILLING J.A. HENCKELS LLC,N/A,Eleni Davis,121.5,121.50
88473,211053,TR-34W TRAY STAND MAHOGANY 32"EA - STOCK,N/A,N Stock Active,TR-34W,09/19/2024,19,FOODWARE LLC,09/19/2024,Eleni Davis,38.32,728.08
88476,211105,10CWC135 COVER FULL SIZE CLEAR6/CS - STOCK,N/A,N Stock Active,10CWC135,08/05/2024,20,1610 CAMBRO MANUFACTURING COMPANY,08/22/2024,Eleni Davis,8.49,169.80
122436,211154,DTTW572 POCKET THERMOMETER DIGITAL WATERPROOF PEN STYLE,N/A,N Stock Active,DTTW572,09/23/2024,212,1497 CDN,09/12/2024,Eleni Davis,15.25,3233.00
