Contract ID,SAP Code,Sell Price
1480000,1000047,29.67
1480000,1000144,23.65
1480000,1000170,68.83
1480000,1000171,45.01
1480000,1000189,27.07
1480000,1000192,17.43
1480000,1000206,23.65
1480000,1000210,8.97
1480000,1000338,59.06
1480000,1000433,75.63
1480000,1000468,79.29
1480000,1000527,26.71
1480000,1000532,47.18
1480000,1000535,38
1480000,1000536,57.57
1480000,1000539,29.77
1480000,1000550,59.35
1480000,1000551,56.8
1480000,1000555,58.59
1480000,1000557,27.6
1480000,1000565,53.56
1480000,1000566,0.01
1480000,1000573,48.68
1480000,1000600,11.15
1480000,1000637,54.7
1480000,1000641,107.75
1480000,1001331,71.4
1480000,1001338,58.78
1480000,1001345,6.38
1480000,1001409,29.99
1480000,1001465,59.06
1480000,1001619,32.7
1480000,1001670,69.49
1480000,1001677,3.96
1480000,1001743,8.61
1480000,1001864,79.05
1480000,1001865,21.42
1480000,1001978,100.41
1480000,1001980,14.92
1480000,1001981,23.27
1480000,1001985,81.15
1480000,1002014,22.57
1480000,1002014,22.57
1480000,1002020,25.43
1480000,1002020,25.43
1480000,1002022,23.29
1480000,1002022,23.29
1480000,1002079,17.03
1480000,1002502,0.69
1480000,1002506,27.03
1480000,1002509,24.67
1480000,1002511,20.24
1480000,1003040,33.85
1480000,1003040,33.85
1480000,1003041,32.59
1480000,1003041,32.59
1480000,1003063,16.42
1480000,1003063,16.42
1480000,1003083,29.07
1480000,1003083,29.07
1480000,1003100,43.59
1480000,1003100,43.59
1480000,1003171,33.51
1480000,1003189,19.57
1480000,1003205,30.4
1480000,1003205,30.4
1480000,1003227,27.42
1480000,1003227,27.42
1480000,1003304,16.32
1480000,1003382,0.01
1480000,1003384,30.15
1480000,1003483,25.43
1480000,1003483,25.43
1480000,1003520,24.44
1480000,1003520,24.44
1480000,1004879,97.5
1480000,1007452,27.43
1480000,1007452,27.43
1480000,1008289,27.03
1480000,1008896,0.01
1480000,1024880,50.37
1480000,1024956,52.79
1480000,1025038,69.49
1480000,1025298,32.26
1480000,1025299,57.31
1480000,1025652,0.01
1480000,1025750,57.18
1480000,1026001,45.71
1480000,1026255,0.01
1480000,1026306,43.74
1480000,1026605,79.25
1480000,1027312,32.9
1480000,1027334,46.03
1480000,1028014,29.97
1480000,1028059,66.67
1480000,1028214,73.12
1480000,1028397,49.04
1480000,1028417,47.24
1480000,1028476,3.19
1480000,1028688,48.04
1480000,1028707,0.69
1480000,1028755,61.38
1480000,1028831,63.34
1480000,1050917,18.27
1480000,1050917,18.27
1480000,1050983,32.02
1480000,1050983,32.02
1480000,1051105,36.39
1480000,1051105,36.39
1480000,1051139,27.81
1480000,1051139,27.81
1480000,1051222,22.27
1480000,1051222,22.27
1480000,1051231,38.05
1480000,1051231,38.05
1480000,1051331,30.04
1480000,1051331,30.04
1480000,1051763,33.25
1480000,1051763,33.25
1480000,1051764,44.01
1480000,1051764,44.01
1480000,1051820,19.1
1480000,1051820,19.1
1480000,1051886,29.56
1480000,1051886,29.56
1480000,1052468,30.29
1480000,1052468,30.29
1480000,1052469,20.85
1480000,1052469,20.85
1480000,1052910,36.37
1480000,1052910,36.37
1480000,1053447,11.76
1480000,1053447,11.76
1480000,1053467,28.88
1480000,1053467,28.88
1480000,1053481,31.15
1480000,1053481,31.15
1480000,1053550,32.73
1480000,1053550,32.73
1480000,1053568,17.61
1480000,1053568,17.61
1480000,1053602,19.1
1480000,1053602,19.1
1480000,1053720,15.24
1480000,1053720,15.24
1480000,1053738,19.87
1480000,1053738,19.87
1480000,1053780,24.33
1480000,1053780,24.33
1480000,1053841,48.66
1480000,1053841,48.66
1480000,1053857,34.06
1480000,1053857,34.06
1480000,1053868,26.73
1480000,1053868,26.73
1480000,1054171,40.53
1480000,1054171,40.53
1480000,1054184,78.13
1480000,1054184,78.13
1480000,1054537,72.36
1480000,1054537,72.36
1480000,1054839,49.31
1480000,1054839,49.31
1480000,1054909,63.91
1480000,1054909,63.91
1480000,1054958,63.91
1480000,1054958,63.91
1480000,1055000,37.79
1480000,1055000,37.79
1480000,1057249,23.29
1480000,1057249,23.29
1480000,1057302,28.08
1480000,1057302,28.08
1480000,1057315,33.19
1480000,1057315,33.19
1480000,1057324,25.43
1480000,1057324,25.43
1480000,1057501,30.04
1480000,1057501,30.04
1480000,1057507,19.48
1480000,1057507,19.48
1480000,1057509,31.7
1480000,1057509,31.7
1480000,1057511,26.09
1480000,1057511,26.09
1480000,1057546,21.14
1480000,1057546,21.14
1480000,1057554,28.08
1480000,1057554,28.08
1480000,1057557,34.17
1480000,1057557,34.17
1480000,1057558,33.19
1480000,1057558,33.19
1480000,1057815,32.19
1480000,1057815,32.19
1480000,1069893,13.39
1480000,1071563,27.13
1480000,1071564,2.25
1480000,1072212,15.03
1480000,1072370,6.72
1480000,1073341,8.01
1480000,1073702,11.86
1480000,1073872,8.99
1480000,1073885,9.93
1480000,1074377,11.35
1480000,1075224,11.4
1480000,1075312,15.84
1480000,1075551,6.13
1480000,1075595,27.32
1480000,1076231,111.08
1480000,1076439,15.3
1480000,1076450,7.5
1480000,1076553,9.44
1480000,1077109,100.05
1480000,1077110,8.34
1480000,1077339,12.64
1480000,1077490,10.54
1480000,1078025,19.92
1480000,1078277,2.74
1480000,1078498,54.68
1480000,1078499,4.55
1480000,1080309,0.69
1480000,1080310,0.69
1480000,1083221,30.48
1480000,1083575,0.69
1480000,1083871,31.52
1480000,1087101,69.47
1480000,1087662,56.5
1480000,1087723,30.28
1480000,1087807,69
1480000,1091188,59.98
1480000,1091277,30.15
1480000,1091362,15.79
1480000,1091426,38.56
1480000,1091904,71.4
1480000,1092959,77.58
1480000,1093552,49.63
1480000,1093613,59.58
1480000,1095435,10.71
1480000,1095945,61.97
1480000,1095946,61.97
1480000,1095948,59.06
1480000,1095951,59.06
1480000,1096015,11.22
1480000,1096453,36.72
1480000,1097709,110.77
1480000,1097855,61.97
1480000,1097899,0.01
1480000,1099278,121.97
1480000,1100663,49.27
1480000,1100791,24.48
1480000,1100848,62.51
1480000,1118794,22.89
1480000,1122527,33.41
1480000,1140365,41.25
1480000,1141025,0.69
1480000,1144088,36.72
1480000,1144185,66.62
1480000,1144928,64.12
1480000,1148571,15.56
1480000,1154421,136.22
1480000,1156582,22.89
1480000,1157604,34.49
1480000,1159200,2.3
1480000,1159565,48.36
1480000,1159643,239.7
1480000,1159808,2.3
1480000,1161546,51
1480000,1162008,0.01
1480000,1162129,10.91
1480000,1162632,55.06
1480000,1163079,6.69
1480000,1163132,57.26
1480000,1163594,37.47
1480000,1163722,41.21
1480000,1163726,311.36
1480000,1166358,5.81
1480000,1167626,46.67
1480000,1167786,1.07
1480000,1167932,0.01
1480000,1179951,167.93
1480000,1180555,20.29
1480000,1180925,78.17
