Contract ID,SAP Code,Sell Price
5270824,1001919,45.99
5270824,1000008,53.21
5270824,1000010,66.1
5270824,1000013,37.48
5270824,1000414,83.48
5270824,1000415,77.94
5270824,1000417,73.06
5270824,1000419,42.82
5270824,1000420,35.4
5270824,1000421,39.95
5270824,1000423,30.98
5270824,1000424,31.26
5270824,1000425,44.12
5270824,1000427,47.99
5270824,1000428,51.54
5270824,1000432,45.39
5270824,1000433,69.88
5270824,1000434,68.09
5270824,1000435,61.23
5270824,1000436,42.91
5270824,1000437,37.84
5270824,1000438,87.02
5270824,1000439,52.35
5270824,1000440,63.12
5270824,1000441,54.54
5270824,1000443,46.89
5270824,1000444,57.8
5270824,1000445,63.19
5270824,1000446,40.45
5270824,1000447,37.39
5270824,1000464,37.9
5270824,1000465,27.94
5270824,1000466,53.89
5270824,1000467,42.12
5270824,1000468,69.5
5270824,1000469,67.67
5270824,1000471,46.75
5270824,1000472,77.85
5270824,1000473,32.9
5270824,1000474,48.53
5270824,1000475,58.56
5270824,1000477,59.68
5270824,1000486,41.4
5270824,1000487,45.52
5270824,1000489,42.74
5270824,1000490,24.25
5270824,1000491,28.55
5270824,1000800,68.32
5270824,1001332,42.5
5270824,1001348,56.24
5270824,1001670,58.49
5270824,1001934,53.97
5270824,1002503,57.92
5270824,1002504,80.42
5270824,1003355,60.16
5270824,1023011,80.55
5270824,1023027,68.63
5270824,1023395,68.98
5270824,1023401,59.28
5270824,1023404,48.02
5270824,1023417,62.21
5270824,1023445,64.82
5270824,1023698,27.34
5270824,1023753,35.28
5270824,1023914,43.04
5270824,1023915,40.39
5270824,1023972,27.69
5270824,1024282,54.74
5270824,1024299,66.91
5270824,1024301,39.4
5270824,1024546,71.87
5270824,1024991,39.95
5270824,1025113,62.87
5270824,1025123,48.77
5270824,1025129,37.84
5270824,1025276,35.97
5270824,1025315,41.1
5270824,1025339,19.34
5270824,1025748,20.99
5270824,1025755,34.49
5270824,1026062,44.13
5270824,1026063,62.74
5270824,1026181,26.53
5270824,1026239,44.53
5270824,1027542,23.95
5270824,1027624,138.05
5270824,1027688,50.07
5270824,1027692,54.45
5270824,1027718,36.23
5270824,1027732,44.09
5270824,1027750,74.13
5270824,1027768,37.37
5270824,1027784,51.68
5270824,1027792,148.84
5270824,1027798,70.91
5270824,1027830,94.95
5270824,1027843,63.87
5270824,1027886,41.48
5270824,1027934,60.9
5270824,1028034,21.16
5270824,1028036,88.11
5270824,1028057,90.96
5270824,1028059,49.89
5270824,1028393,109.09
5270824,1028472,55.91
5270824,1028575,41.32
5270824,1028589,39.28
5270824,1028669,44.85
5270824,1091407,45.17
5270824,1091431,51.45
5270824,1091439,32.19
5270824,1091440,34.21
5270824,1091624,36.5
5270824,1092133,31.17
5270824,1093535,47.21
5270824,1141664,27.82
5270824,1141665,31.11
5270824,1142112,36.84
5270824,1142717,33.98
5270824,1144140,66
5270824,1144959,52.67
5270824,1148332,57.99
5270824,1162773,74.37
5270824,1167844,74.37
5270824,1167999,64.16
5270824,1168283,59.09
5270824,1168284,65.09
5270824,1169658,62.52
5270824,1200920,47.66
5270824,1210375,72.73
5270824,1220752,56.13
5270824,1255785,26.94
5270824,1255796,47.66
5270824,1260345,53.91
5270824,1274947,50.2
5270824,1295446,40.37
5270824,1307048,57.81
5270824,1327646,41.02
5270824,1330368,21.95
5270824,1330407,38.05
5270824,1357407,32.54
5270824,1358901,127.52
5270824,1000008,53.21
5270824,1000010,66.1
5270824,1000013,37.48
5270824,1000414,83.48
5270824,1000415,77.94
5270824,1000417,73.06
5270824,1000419,42.82
5270824,1000420,35.4
5270824,1000421,39.95
5270824,1000423,30.98
5270824,1000424,31.26
5270824,1000425,44.12
5270824,1000427,47.99
5270824,1000428,51.54
5270824,1000432,45.39
5270824,1000433,69.88
5270824,1000434,68.09
5270824,1000435,61.23
5270824,1000436,42.91
5270824,1000437,37.84
5270824,1000438,87.02
5270824,1000439,52.35
5270824,1000440,63.12
5270824,1000441,54.54
5270824,1000443,46.89
5270824,1000444,57.8
5270824,1000445,63.19
5270824,1000446,40.45
5270824,1000447,37.39
5270824,1000463,42
5270824,1000464,37.9
5270824,1000465,27.94
5270824,1000466,53.89
5270824,1000467,42.12
5270824,1000468,69.5
5270824,1000469,67.67
5270824,1000471,46.75
5270824,1000472,77.85
5270824,1000473,32.9
5270824,1000474,48.53
5270824,1000475,58.56
5270824,1000477,59.68
5270824,1000486,41.4
5270824,1000487,45.52
5270824,1000489,42.74
5270824,1000490,24.25
5270824,1000491,28.55
5270824,1000800,68.32
5270824,1001332,42.5
5270824,1001348,56.24
5270824,1001670,58.49
5270824,1001919,45.99
5270824,1001934,53.97
5270824,1002503,57.92
5270824,1002504,80.42
5270824,1003355,60.16
5270824,1023011,80.55
5270824,1023027,68.63
5270824,1023395,68.98
5270824,1023401,59.28
5270824,1023404,48.02
5270824,1023417,62.21
5270824,1023445,64.82
5270824,1023698,27.34
5270824,1023753,35.28
5270824,1023914,43.04
5270824,1023915,40.39
5270824,1023972,27.69
5270824,1024282,54.74
5270824,1024299,66.91
5270824,1024301,39.4
5270824,1024546,71.87
5270824,1024991,39.95
5270824,1025113,62.87
5270824,1025123,48.77
5270824,1025129,37.84
5270824,1025276,35.97
5270824,1025315,41.1
5270824,1025339,19.34
5270824,1025748,20.99
5270824,1025755,34.49
5270824,1026062,44.13
5270824,1026063,62.74
5270824,1026181,26.53
5270824,1026239,44.53
5270824,1027542,23.95
5270824,1027624,138.05
5270824,1027688,50.07
5270824,1027692,54.45
5270824,1027718,36.23
5270824,1027732,44.09
5270824,1027750,74.13
5270824,1027768,37.37
5270824,1027784,51.68
5270824,1027792,148.84
5270824,1027798,70.91
5270824,1027830,94.95
5270824,1027843,63.87
