Contract ID,SAP Code,Sell Price
BPO_001B4600286,1383328,199.00
BPO_001B4600286,1046070,106.00
BPO_001B4600286,1222953,85.00
BPO_001B4600286,1001120,56.27
BPO_001B4600286,1397807,64.29
BPO_001B4600286,1273296,46.30
BPO_001B4600286,1398826,49.04
BPO_001B4600286,1364512,32.69
BPO_001B4600286,1347123,39.36
BPO_001B4600286,1397810,36.80
BPO_001B4600286,1121236,26.20
BPO_001B4600286,1285215,25.00
BPO_001B4600286,1365425,31.64
BPO_001B4600286,1283899,13.75
BPO_001B4600286,1225513,9.25
BPO_001B4600286,1225510,7.73
BPO_001B4600286,1275329,5.92
BPO_001B4600286,1173329,44.50
BPO_001B4600286,1220757,19.25
BPO_001B4600286,1180279,51.00
BPO_001B4600286,1199104,61.50
BPO_001B4600286,1279208,20.90
BPO_001B4600286,1044457,39.50
BPO_001B4600286,1225523,14.95
BPO_001B4600286,1267120,39.50
BPO_001B4600286,1232934,50.00
BPO_001B4600286,1225495,20.55
BPO_001B4600286,1248857,52.75
BPO_001B4600286,1296043,30.75
BPO_001B4600286,1087980,89.00
BPO_001B4600286,1260340,165.00
BPO_001B4600286,1341275,58.00
BPO_001B4600286,1252162,44.00
BPO_001B4600286,1225521,27.00
BPO_001B4600286,1118006,7.57
BPO_001B4600286,1253007,8.85
BPO_001B4600286,1284908,18.65
BPO_001B4600286,1048696,47.50
BPO_001B4600286,1121518,4.90
