Internal ID,Distributor ID ,Network Ship To,Account Location,Invoice#,Po#,Invoice Date,Item ID,MFG Item,Item Description,Item UPC,Item SAP,Manufacturer Name,Quantity,Unit of Measure,Gross Sales $USD,Tax Amount,EDI Status(ACME)
2699625,0000004600,461022407,461407 MISSION BBQ FREDERICKSBURG,INV145880,B04610050037,06/10/2024 10:20 pm,101803,989702,1 GAL PLASTIC DAIRY JUG 48/CS2173GBA  GALLON,55000012193295,1219329,KOLS CONTAINERS INC.,1,Case,33.45,,
2699625,0000004600,461022407,461407 MISSION BBQ FREDERICKSBURG,INV145880,B04610050037,06/10/2024 10:20 pm,102792,800144,MISSION LOGO CATERING BOX 10/C 200# 20.5X12.5X9-1/8 KFT 10/CS,00707282325424,1194572,SOUTHERN CHAMPION TRAY CO.,1,Bundle,42.59,,
2699625,0000004600,461022407,461407 MISSION BBQ FREDERICKSBURG,INV145880,B04610050037,06/10/2024 10:20 pm,101813,121176,CH2-10L Clear LID F/24-32OZ RECTCONT NO VENT 200/CS,00044474934676,1341212,PLACON CORPORATION,1,Case,29.88,,
2699625,0000004600,461022407,461407 MISSION BBQ FREDERICKSBURG,INV145880,B04610050037,06/10/2024 10:20 pm,106066,212806,2108C-6 8OZ SQUEEZE BOTTLE 72/CS HINGED WHITE TOP,30727875092503,1363546,TABLECRAFT PRODUCTS CO.INC.,2,Case,121.80,,
2699625,0000004600,461022407,461407 MISSION BBQ FREDERICKSBURG,INV145880,B04610050037,06/10/2024 10:20 pm,101811,121174,CH2-32 32OZ Black RECT CONTAINERMICROWAVEABLE 200/CS,00044474929320,1341211,PLACON CORPORATION,1,Case,40.71,,
2699625,0000004600,461022407,461407 MISSION BBQ FREDERICKSBURG,INV145880,B04610050037,06/10/2024 10:20 pm,101788,372042,2050-00-50FC FULL STEAM LID WITH FULL CURL 50/CS,00749384977316,1290432,HFA INC.,2,Case,46.62,,
2699625,0000004600,461022407,461407 MISSION BBQ FREDERICKSBURG,INV145880,B04610050037,06/10/2024 10:20 pm,80966,031526,200APBS 2OZ Black PLAS SOUFFLE2500/CS  CHESAPEAKE,00840239101686,1255742,NATIONAL PAPER & PLASTICS CO.,1,Case,25.80,,
2699625,0000004600,461022407,461407 MISSION BBQ FREDERICKSBURG,INV145880,B04610050037,06/10/2024 10:20 pm,101738,140080,CF755-050 5oz ALL PURP Black 1M/,00739584333883,1018926,D&W FINE PACK LLC,5,Case,242.45,,
2699625,0000004600,461022407,461407 MISSION BBQ FREDERICKSBURG,INV145880,B04610050037,06/10/2024 10:20 pm,101727,230062,01499 GIANT ORANGE STRAW 4/300WRP   WRAPPED  8.35",10611136014990,1234478,NATIONAL PAPER & PLASTICS CO.,1,Case,16.93,,
2699625,0000004600,461022407,461407 MISSION BBQ FREDERICKSBURG,INV145880,B04610050037,06/10/2024 10:20 pm,104583,552275,M200 METHANOL GEL FUEL 2.5HR 72/CS,00882605007284,1355693,PICO HOSPITALITY INC.,1,Case,43.35,2.60,
2699625,0000004600,461022407,461407 MISSION BBQ FREDERICKSBURG,INV145880,B04610050037,06/10/2024 10:20 pm,101746,370083,LD-725H 1" HIGH DOME LID 1M/CS,00742767869420,1338431,EASYPAK LLC,1,Case,169.95,,
2699625,0000004600,461022407,461407 MISSION BBQ FREDERICKSBURG,INV145880,B04610050037,06/10/2024 10:20 pm,121801,512212,QUAT SANITIZING TABLETS 4/200 STERILIZER SANI-TABS - STOCK,00718550222079,1384189,FOODWARE LLC,1,Case,60.42,3.63,
2699625,0000004600,461022407,461407 MISSION BBQ FREDERICKSBURG,INV145880,B04610050037,06/10/2024 10:20 pm,82892,300059,6700300 WETNAP FLAG PRINT 1M/6700300,00763352673000,1265187,SPECIALTY QUALITY PACKAGING,1,Case,16.20,,
2699625,0000004600,461022407,461407 MISSION BBQ FREDERICKSBURG,INV145880,B04610050037,06/10/2024 10:20 pm,84506,510947,HAND SOAP WHITE ALMOND 4/1GALPEARLIZED CHESAPEAKE,00840239101235,1341271,SPECTRUM SERVICES,1,Case,24.50,1.47,
2699625,0000004600,461022407,461407 MISSION BBQ FREDERICKSBURG,INV145880,B04610050037,06/10/2024 10:20 pm,123783,544084,2709319 POT & PAN DETERGENT 2/90CT .5OZ,00071206009319,1384930,STEARNS PACKAGING CORPORATION,1,Case,45.00,2.70,
2699625,0000004600,461022407,461407 MISSION BBQ FREDERICKSBURG,INV145880,B04610050037,06/10/2024 10:20 pm,123301,550083,6460 ANGLE BROOM FLAGGED LARGE 12EA/CS 48" HANDLE,00072627064604,1387880,NEXSTEP COMMERCIAL PRODUCTS,2,Each,17.40,1.04,
2699625,0000004600,461022407,461407 MISSION BBQ FREDERICKSBURG,INV145880,B04610050037,06/10/2024 10:20 pm,101912,990002,FUEL CHARGE,55000009981003,998100,ACME PAPER & SUPPLY CO. INC.,1,Each,3.20,,
2699626,0000004600,461024073,461073 MISSION BBQ CHRISTIANSBURG,INV145890,B04610049979,06/10/2024 10:20 pm,101783,370318,318-40 1/3 DEEP STEAM PAN200/CS,00749384001691,1050075,HFA INC.,1,Case,76.64,,
2699626,0000004600,461024073,461073 MISSION BBQ CHRISTIANSBURG,INV145890,B04610049979,06/10/2024 10:20 pm,85280,565524,5177 OVEN & GRILL CLEANER12/18OZ  AEROSOL,00010228351778,1102144,CHASE PRODUCTS CO.,1,Case,42.60,2.56,
2699626,0000004600,461024073,461073 MISSION BBQ CHRISTIANSBURG,INV145890,B04610049979,06/10/2024 10:20 pm,101734,330939,POWDER FREE GLOVE MD SYNTHETIC10/100  MED  CHESAPEAKE,10840239101119,1247824,NATIONAL PAPER & PLASTICS CO.,1,Case,25.10,1.51,
2699626,0000004600,461024073,461073 MISSION BBQ CHRISTIANSBURG,INV145890,B04610049979,06/10/2024 10:20 pm,101727,230062,01499 GIANT ORANGE STRAW 4/300WRP   WRAPPED  8.35",10611136014990,1234478,NATIONAL PAPER & PLASTICS CO.,1,Case,16.93,,
2699626,0000004600,461024073,461073 MISSION BBQ CHRISTIANSBURG,INV145890,B04610049979,06/10/2024 10:20 pm,81136,042312,YMI9E 9" BLACK PLASTIC PLATEIMPACT  400/CS,00024502109436,1204262,PACTIV LLC,2,Case,76.24,,
2699626,0000004600,461024073,461073 MISSION BBQ CHRISTIANSBURG,INV145890,B04610049979,06/10/2024 10:20 pm,121863,835122,DMT-20 20OZ MISSION BBQ COLD PAPER CUP    1M/CS,50794297939642,1379794,GRAPHIC PACKAGING INT'L LLC,1,Case,73.88,,
2699626,0000004600,461024073,461073 MISSION BBQ CHRISTIANSBURG,INV145890,B04610049979,06/10/2024 10:20 pm,121801,512212,QUAT SANITIZING TABLETS 4/200 STERILIZER SANI-TABS - STOCK,00718550222079,1384189,FOODWARE LLC,1,Case,60.42,3.63,
2699626,0000004600,461024073,461073 MISSION BBQ CHRISTIANSBURG,INV145890,B04610049979,06/10/2024 10:20 pm,80970,031530,200APL 2OZ SOUFFLE LID 2500/CS2OZ AND 1.5OZ  CHESAPEAKE,00840239101723,1255743,NATIONAL PAPER & PLASTICS CO.,1,Case,25.80,,
2699626,0000004600,461024073,461073 MISSION BBQ CHRISTIANSBURG,INV145890,B04610049979,06/10/2024 10:20 pm,101790,372055,321-35-100 HALF DEEP STEAM PAN100/CS,00749384991169,1050302,HFA INC.,1,Case,33.79,,
2699626,0000004600,461024073,461073 MISSION BBQ CHRISTIANSBURG,INV145890,B04610049979,06/10/2024 10:20 pm,80966,031526,200APBS 2OZ Black PLAS SOUFFLE2500/CS  CHESAPEAKE,00840239101686,1255742,NATIONAL PAPER & PLASTICS CO.,1,Case,25.80,,
2699626,0000004600,461024073,461073 MISSION BBQ CHRISTIANSBURG,INV145890,B04610049979,06/10/2024 10:20 pm,101739,141083,CL255-0501H1 5/8oz FLAT LID 1M,10739584251726,1145907,D&W FINE PACK LLC,1,Case,44.94,,
2699626,0000004600,461024073,461073 MISSION BBQ CHRISTIANSBURG,INV145890,B04610049979,06/10/2024 10:20 pm,80766,020107,12" X 15" BBQ TRAY  LINER 2M/CECO NATURAL BUTCHER PAPER,00602793008050,1268277,GORDON PAPER COMPANY INC.,1,Case,61.12,,
2699626,0000004600,461024073,461073 MISSION BBQ CHRISTIANSBURG,INV145890,B04610049979,06/10/2024 10:20 pm,97025,020554,36" 40# PEACH TREAT  1/RL1000',55000004397731,1040976,GORDON PAPER COMPANY INC.,1,Roll,69.89,4.19,
2699626,0000004600,461024073,461073 MISSION BBQ CHRISTIANSBURG,INV145890,B04610049979,06/10/2024 10:20 pm,101736,330941,POWDER FREE GLOVE EXTRA LARGE SYNTHETIC10/100    CHESAPEAKE,10840239101126,1248070,NATIONAL PAPER & PLASTICS CO.,2,Case,50.20,3.01,
2699626,0000004600,461024073,461073 MISSION BBQ CHRISTIANSBURG,INV145890,B04610049979,06/10/2024 10:20 pm,101785,372025,82019 HANDI-MAX FULL STEAM PANDEEP   50/CS,00817250019481,1265464,HFA INC.,2,Case,130.40,,
2699626,0000004600,461024073,461073 MISSION BBQ CHRISTIANSBURG,INV145890,B04610049979,06/10/2024 10:20 pm,101788,372042,2050-00-50FC FULL STEAM LID WITH FULL CURL 50/CS,00749384977316,1290432,HFA INC.,1,Case,23.31,,
2699626,0000004600,461024073,461073 MISSION BBQ CHRISTIANSBURG,INV145890,B04610049979,06/10/2024 10:20 pm,101778,130175,KH517 HWPS BLACK KNIFE 1M/CS,10078731903256,1031352,GEORGIA-PACIFIC CORPORATION,1,Case,29.94,,
2699626,0000004600,461024073,461073 MISSION BBQ CHRISTIANSBURG,INV145890,B04610049979,06/10/2024 10:20 pm,101776,130173,SH517 HWPS Black SOUPSPOON 1M/CS,10078731903379,1269244,GEORGIA-PACIFIC CORPORATION,2,Case,59.88,,
2699626,0000004600,461024073,461073 MISSION BBQ CHRISTIANSBURG,INV145890,B04610049979,06/10/2024 10:20 pm,101738,140080,CF755-050 5oz ALL PURP Black 1M/,00739584333883,1018926,D&W FINE PACK LLC,1,Case,48.49,,
2699626,0000004600,461024073,461073 MISSION BBQ CHRISTIANSBURG,INV145890,B04610049979,06/10/2024 10:20 pm,101773,120114,SN200V-3L Black FOAM HINGE CONTVENTED  CONTAINER 1-COMPT 200/,10020648031553,1164837,GENPAK LLC,3,Case,68.97,,
2699626,0000004600,461024073,461073 MISSION BBQ CHRISTIANSBURG,INV145890,B04610049979,06/10/2024 10:20 pm,82100,130486,HFKT2NBK KIT (FKT 2PLY) BlackHWPP 13X17 NAPKIN   250/CS,00840239100160,1225522,NATIONAL PAPER & PLASTICS CO.,3,Case,87.18,,
2699626,0000004600,461024073,461073 MISSION BBQ CHRISTIANSBURG,INV145890,B04610049979,06/10/2024 10:20 pm,101912,990002,FUEL CHARGE,55000009981003,998100,ACME PAPER & SUPPLY CO. INC.,1,Each,3.20,,
2699717,0000004600,527022960,722611 DOGWOOD VILLAGE OF ORANGE CTY,INV145827,,06/10/2024 10:18 pm,101801,464007,04007 SCOTT CORELESS T.T. 36/C,10036000040071,1000428,KIMBERLY-CLARK INC.,10,Case,516.80,.00,
2699718,0000004600,449352802,449302 CROTHALL VCU HOSPITAL,INV145837,57106042,06/10/2024 10:19 pm,100395,510655,79009  MAGIC ERASER 6/6CTMR.CLEAN,10037000790096,1332865,S.P. RICHARDS COMPANY,3,Case,127.50,7.65,
2699718,0000004600,449352802,449302 CROTHALL VCU HOSPITAL,INV145837,57106042,06/10/2024 10:19 pm,101710,461172,TT2PLY 2PLY T.T. 96/500/CS4X3.5 CHESAPEAKE LABEL,00840239100382,1221779,AMERICAN PAPER CONVERTING,3,Case,143.85,28.77,
2699718,0000004600,449352802,449302 CROTHALL VCU HOSPITAL,INV145837,57106042,06/10/2024 10:19 pm,84983,518345,55655W DUSTER SHEETS 2RLS/CS3M  250SHEETS/RL WHITE,50051125859207,1265848,3M,7,Case,418.53,25.11,
2699719,0000004600,461018974,62140 MISSION BBQ WARMINSTER LLC,INV145851,B04610049965,06/10/2024 10:19 pm,101803,989702,1 GAL PLASTIC DAIRY JUG 48/CS2173GBA  GALLON,55000012193295,1219329,KOLS CONTAINERS INC.,1,Case,33.45,,
2699719,0000004600,461018974,62140 MISSION BBQ WARMINSTER LLC,INV145851,B04610049965,06/10/2024 10:19 pm,124585,512323,434SPB S/S SPONGES 6/12/CS STAINLESS STEEL,55000013817947,1381794,ACS CLEANING PRODUCTS GROUP,1,Pack,6.50,.39,
2699719,0000004600,461018974,62140 MISSION BBQ WARMINSTER LLC,INV145851,B04610049965,06/10/2024 10:19 pm,106066,212806,2108C-6 8OZ SQUEEZE BOTTLE 72/CS HINGED WHITE TOP,30727875092503,1363546,TABLECRAFT PRODUCTS CO.INC.,1,Case,60.90,,
2699719,0000004600,461018974,62140 MISSION BBQ WARMINSTER LLC,INV145851,B04610049965,06/10/2024 10:19 pm,97223,278100,100TC REPL.TOPS-SQUEEZE BOTTLEFOR 124C-1 24OZ STOCK,10727875016208,1167254,TABLECRAFT PRODUCTS CO.INC.,4,Dozen,14.72,.88,
2699719,0000004600,461018974,62140 MISSION BBQ WARMINSTER LLC,INV145851,B04610049965,06/10/2024 10:19 pm,121863,835122,DMT-20 20OZ MISSION BBQ COLD PAPER CUP    1M/CS,50794297939642,1379794,GRAPHIC PACKAGING INT'L LLC,1,Case,73.88,,
2699719,0000004600,461018974,62140 MISSION BBQ WARMINSTER LLC,INV145851,B04610049965,06/10/2024 10:19 pm,101778,130175,KH517 HWPS BLACK KNIFE 1M/CS,10078731903256,1031352,GEORGIA-PACIFIC CORPORATION,1,Case,29.94,1.80,
2699719,0000004600,461018974,62140 MISSION BBQ WARMINSTER LLC,INV145851,B04610049965,06/10/2024 10:19 pm,97208,250065,RIW15 WRP TOOTHPICK 15/1M,00072288110818,1034358,AMERCARE ROYAL LLC,1,Box,1.64,.10,
2699719,0000004600,461018974,62140 MISSION BBQ WARMINSTER LLC,INV145851,B04610049965,06/10/2024 10:19 pm,101773,120114,SN200V-3L Black FOAM HINGE CONTVENTED  CONTAINER 1-COMPT 200/,10020648031553,1164837,GENPAK LLC,4,Case,91.96,,
2699719,0000004600,461018974,62140 MISSION BBQ WARMINSTER LLC,INV145851,B04610049965,06/10/2024 10:19 pm,101736,330941,POWDER FREE GLOVE EXTRA LARGE SYNTHETIC10/100    CHESAPEAKE,10840239101126,1248070,NATIONAL PAPER & PLASTICS CO.,1,Case,25.10,1.51,
2699719,0000004600,461018974,62140 MISSION BBQ WARMINSTER LLC,INV145851,B04610049965,06/10/2024 10:19 pm,82606,200056,M510032 4-CUP TRAY 300/CS8-32oz,10016194009375,1021250,PACTIV LLC,1,Case,29.60,1.78,
2699719,0000004600,461018974,62140 MISSION BBQ WARMINSTER LLC,INV145851,B04610049965,06/10/2024 10:19 pm,101820,510122,57445 DAWN POT & PAN  4/1GALORIGINAL,10037000574450,1175250,S.P. RICHARDS COMPANY,1,Case,76.86,4.61,
2699719,0000004600,461018974,62140 MISSION BBQ WARMINSTER LLC,INV145851,B04610049965,06/10/2024 10:19 pm,100397,510791,BLEACH PURE BRIGHT  6/1GALGERMICIDAL,10011008635047,1152590,S.P. RICHARDS COMPANY,1,Case,24.72,1.48,
2699719,0000004600,461018974,62140 MISSION BBQ WARMINSTER LLC,INV145851,B04610049965,06/10/2024 10:19 pm,101776,130173,SH517 HWPS Black SOUPSPOON 1M/CS,10078731903379,1269244,GEORGIA-PACIFIC CORPORATION,1,Case,29.94,1.80,
2699719,0000004600,461018974,62140 MISSION BBQ WARMINSTER LLC,INV145851,B04610049965,06/10/2024 10:19 pm,124300,MIS012,MISSION BBQ 12# KRAFT BAG 500/CS,55000013838775,1383877,DURO HILEX POLY LLC,1,Case,27.20,,
2699719,0000004600,461018974,62140 MISSION BBQ WARMINSTER LLC,INV145851,B04610049965,06/10/2024 10:19 pm,101792,390034,51808 18X500 HEAVY FOIL ROLL,00749384994863,1048696,HFA INC.,1,Roll,39.40,,
2699719,0000004600,461018974,62140 MISSION BBQ WARMINSTER LLC,INV145851,B04610049965,06/10/2024 10:19 pm,102792,800144,MISSION LOGO CATERING BOX 10/C 200# 20.5X12.5X9-1/8 KFT 10/CS,00707282325424,1194572,SOUTHERN CHAMPION TRAY CO.,2,Bundle,85.18,,
2699719,0000004600,461018974,62140 MISSION BBQ WARMINSTER LLC,INV145851,B04610049965,06/10/2024 10:19 pm,87597,MIS125,MISSION BBQ KRAFT SHOPPER12X9X15.5 BROWN KRAFT 200/CS,55000011882282,1188228,DURO HILEX POLY LLC,2,Case,130.70,,
2699719,0000004600,461018974,62140 MISSION BBQ WARMINSTER LLC,INV145851,B04610049965,06/10/2024 10:19 pm,82100,130486,HFKT2NBK KIT (FKT 2PLY) BlackHWPP 13X17 NAPKIN   250/CS,00840239100160,1225522,NATIONAL PAPER & PLASTICS CO.,2,Case,58.12,3.49,
2699719,0000004600,461018974,62140 MISSION BBQ WARMINSTER LLC,INV145851,B04610049965,06/10/2024 10:19 pm,101822,333080,MENS WHT STRING GLOVE 25DZ/CS  *SEE NOTES*,10763583901986,1269814,IMPACT PRODUCTS,1,Case,109.10,6.55,
2699719,0000004600,461018974,62140 MISSION BBQ WARMINSTER LLC,INV145851,B04610049965,06/10/2024 10:19 pm,82892,300059,6700300 WETNAP FLAG PRINT 1M/6700300,00763352673000,1265187,SPECIALTY QUALITY PACKAGING,1,Case,16.20,.97,
2699719,0000004600,461018974,62140 MISSION BBQ WARMINSTER LLC,INV145851,B04610049965,06/10/2024 10:19 pm,126845,450282,28290 KRAFT HOUSEHOLD ROLL 12/ KRAFT 250 SHEETS,10073310282906,1024280,GEORGIA-PACIFIC CORPORATION,2,Case,60.70,3.64,
2699719,0000004600,461018974,62140 MISSION BBQ WARMINSTER LLC,INV145851,B04610049965,06/10/2024 10:19 pm,101777,130174,FH517 HWPS BLACK FORK 1M/CS,10078731903096,1031351,GEORGIA-PACIFIC CORPORATION,1,Case,29.94,1.80,
2699719,0000004600,461018974,62140 MISSION BBQ WARMINSTER LLC,INV145851,B04610049965,06/10/2024 10:19 pm,101811,121174,CH2-32 32OZ Black RECT CONTAINERMICROWAVEABLE 200/CS,00044474929320,1341211,PLACON CORPORATION,1,Case,40.71,,
2699719,0000004600,461018974,62140 MISSION BBQ WARMINSTER LLC,INV145851,B04610049965,06/10/2024 10:19 pm,101813,121176,CH2-10L Clear LID F/24-32OZ RECTCONT NO VENT 200/CS,00044474934676,1341212,PLACON CORPORATION,1,Case,29.88,,
2699719,0000004600,461018974,62140 MISSION BBQ WARMINSTER LLC,INV145851,B04610049965,06/10/2024 10:19 pm,101790,372055,321-35-100 HALF DEEP STEAM PAN100/CS,00749384991169,1050302,HFA INC.,2,Case,67.58,,
2699719,0000004600,461018974,62140 MISSION BBQ WARMINSTER LLC,INV145851,B04610049965,06/10/2024 10:19 pm,83480,372049,2049 HALF STEAM PAN FOIL LID100/CS,00749384002681,1050174,HFA INC.,2,Case,42.46,,
2699719,0000004600,461018974,62140 MISSION BBQ WARMINSTER LLC,INV145851,B04610049965,06/10/2024 10:19 pm,101760,123969,EMI-209B 9" Black SCALLOPED TONG96/CS,00081391922157,1334636,EMI YOSHI INC.,1,Case,61.17,3.67,
2699719,0000004600,461018974,62140 MISSION BBQ WARMINSTER LLC,INV145851,B04610049965,06/10/2024 10:19 pm,101912,990002,FUEL CHARGE,55000009981003,998100,ACME PAPER & SUPPLY CO. INC.,1,Each,3.20,,
2699720,0000004600,310000511,842700 LIVE CASINO/HOTEL PHILADELPHIA,INV145871,00259395,06/10/2024 10:19 pm,80205,350082,14" B-FLUTE CORR. PIZZA BOX 50/bd 14X14X2 WHITE STOCK PRINT,55000013371173,1337117,PCA CORRUGATED AND DISPLAY LLC,2,Bundle,52.82,3.17,
2699720,0000004600,310000511,842700 LIVE CASINO/HOTEL PHILADELPHIA,INV145871,00259395,06/10/2024 10:19 pm,80207,350084,10" B-FLUTE KRAFT PIZZA BOX 50/BD 10X10X2 CORRUGATED STOCK PRINT,55000013371197,1337119,PCA CORRUGATED AND DISPLAY LLC,2,Bundle,31.10,1.87,
2699720,0000004600,310000511,842700 LIVE CASINO/HOTEL PHILADELPHIA,INV145871,00259395,06/10/2024 10:19 pm,104320,901504,KRAFT FLATBREAD BOX 14X7X2,00818985012464,1364351,PBI SALES,2,Case,95.22,5.71,
2699818,0000004600,401023235,206767 GOOD FOODS GROCERY,INV145830,Deli,06/10/2024 10:18 pm,101726,130488,KIT (FKT 2PLY S&P) Black 250/HWPP 13X17NAP HFKT2NSPBK,00840239100177,1225521,NATIONAL PAPER & PLASTICS CO.,1,Case,32.92,1.98,
2699819,0000004600,449352802,449302 CROTHALL VCU HOSPITAL,INV145836,57104274,06/10/2024 10:18 pm,85006,519870,3M 20" HIGH PROD PAD 7300 5/CS08278,50048011082788,1001725,3M,5,Case,276.15,16.57,
2699820,0000004600,461019030,461030 MISSION BBQ OXFORD VALLEY,INV145850,B04610049994,06/10/2024 10:19 pm,101811,121174,CH2-32 32OZ Black RECT CONTAINERMICROWAVEABLE 200/CS,00044474929320,1341211,PLACON CORPORATION,1,Case,40.71,,
2699820,0000004600,461019030,461030 MISSION BBQ OXFORD VALLEY,INV145850,B04610049994,06/10/2024 10:19 pm,101803,989702,1 GAL PLASTIC DAIRY JUG 48/CS2173GBA  GALLON,55000012193295,1219329,KOLS CONTAINERS INC.,1,Case,33.45,,
2699820,0000004600,461019030,461030 MISSION BBQ OXFORD VALLEY,INV145850,B04610049994,06/10/2024 10:19 pm,124994,521054,2X60 MASKING TAPE CP105 24/CS,00040074027909,1170546,SHURTAPE TECHNOLOGIES INC.,1,Case,58.20,,
2699820,0000004600,461019030,461030 MISSION BBQ OXFORD VALLEY,INV145850,B04610049994,06/10/2024 10:19 pm,106066,212806,2108C-6 8OZ SQUEEZE BOTTLE 72/CS HINGED WHITE TOP,30727875092503,1363546,TABLECRAFT PRODUCTS CO.INC.,1,Case,60.90,,
2699820,0000004600,461019030,461030 MISSION BBQ OXFORD VALLEY,INV145850,B04610049994,06/10/2024 10:19 pm,80966,031526,200APBS 2OZ Black PLAS SOUFFLE2500/CS  CHESAPEAKE,00840239101686,1255742,NATIONAL PAPER & PLASTICS CO.,1,Case,25.80,,
2699820,0000004600,461019030,461030 MISSION BBQ OXFORD VALLEY,INV145850,B04610049994,06/10/2024 10:19 pm,121863,835122,DMT-20 20OZ MISSION BBQ COLD PAPER CUP    1M/CS,50794297939642,1379794,GRAPHIC PACKAGING INT'L LLC,1,Case,73.88,,
2699820,0000004600,461019030,461030 MISSION BBQ OXFORD VALLEY,INV145850,B04610049994,06/10/2024 10:19 pm,101735,330940,POWDER FREE GLOVE LG SYNTHETIC10/100  LARGE  CHESAPEAKE,10840239101102,1247744,NATIONAL PAPER & PLASTICS CO.,1,Case,25.10,1.51,
2699820,0000004600,461019030,461030 MISSION BBQ OXFORD VALLEY,INV145850,B04610049994,06/10/2024 10:19 pm,101746,370083,LD-725H 1" HIGH DOME LID 1M/CS,00742767869420,1338431,EASYPAK LLC,1,Case,169.95,,
2699820,0000004600,461019030,461030 MISSION BBQ OXFORD VALLEY,INV145850,B04610049994,06/10/2024 10:19 pm,101777,130174,FH517 HWPS BLACK FORK 1M/CS,10078731903096,1031351,GEORGIA-PACIFIC CORPORATION,1,Case,29.94,1.80,
2699820,0000004600,461019030,461030 MISSION BBQ OXFORD VALLEY,INV145850,B04610049994,06/10/2024 10:19 pm,101738,140080,CF755-050 5oz ALL PURP Black 1M/,00739584333883,1018926,D&W FINE PACK LLC,1,Case,48.49,,
2699820,0000004600,461019030,461030 MISSION BBQ OXFORD VALLEY,INV145850,B04610049994,06/10/2024 10:19 pm,101739,141083,CL255-0501H1 5/8oz FLAT LID 1M,10739584251726,1145907,D&W FINE PACK LLC,1,Case,44.94,,
2699820,0000004600,461019030,461030 MISSION BBQ OXFORD VALLEY,INV145850,B04610049994,06/10/2024 10:19 pm,101773,120114,SN200V-3L Black FOAM HINGE CONTVENTED  CONTAINER 1-COMPT 200/,10020648031553,1164837,GENPAK LLC,4,Case,91.96,,
2699820,0000004600,461019030,461030 MISSION BBQ OXFORD VALLEY,INV145850,B04610049994,06/10/2024 10:19 pm,82100,130486,HFKT2NBK KIT (FKT 2PLY) BlackHWPP 13X17 NAPKIN   250/CS,00840239100160,1225522,NATIONAL PAPER & PLASTICS CO.,2,Case,58.12,3.49,
2699820,0000004600,461019030,461030 MISSION BBQ OXFORD VALLEY,INV145850,B04610049994,06/10/2024 10:19 pm,87597,MIS125,MISSION BBQ KRAFT SHOPPER12X9X15.5 BROWN KRAFT 200/CS,55000011882282,1188228,DURO HILEX POLY LLC,2,Case,130.70,,
2699820,0000004600,461019030,461030 MISSION BBQ OXFORD VALLEY,INV145850,B04610049994,06/10/2024 10:19 pm,85280,565524,5177 OVEN & GRILL CLEANER12/18OZ  AEROSOL,00010228351778,1102144,CHASE PRODUCTS CO.,1,Case,42.60,2.56,
2699820,0000004600,461019030,461030 MISSION BBQ OXFORD VALLEY,INV145850,B04610049994,06/10/2024 10:19 pm,125105,452912,290088 KRAFT TORK ROLL TWL 6/ 700',10073286613681,1024270,ESSITY PROFESSIONAL HYGIENE,1,Case,49.87,2.99,
2699820,0000004600,461019030,461030 MISSION BBQ OXFORD VALLEY,INV145850,B04610049994,06/10/2024 10:19 pm,102382,812107,MISSION BBQ BROWNIE BAG 1M/CS,55000013549312,1354931,MINIGRIP LLC,1,Case,36.90,,
2699820,0000004600,461019030,461030 MISSION BBQ OXFORD VALLEY,INV145850,B04610049994,06/10/2024 10:19 pm,101813,121176,CH2-10L Clear LID F/24-32OZ RECTCONT NO VENT 200/CS,00044474934676,1341212,PLACON CORPORATION,1,Case,29.88,,
2699820,0000004600,461019030,461030 MISSION BBQ OXFORD VALLEY,INV145850,B04610049994,06/10/2024 10:19 pm,101786,372026,80321 HANDI-MAX HALF STEAM PANDEEP  100/CS,00817250019467,1269078,HFA INC.,1,Case,44.49,,
2699820,0000004600,461019030,461030 MISSION BBQ OXFORD VALLEY,INV145850,B04610049994,06/10/2024 10:19 pm,83480,372049,2049 HALF STEAM PAN FOIL LID100/CS,00749384002681,1050174,HFA INC.,1,Case,21.23,,
2699820,0000004600,461019030,461030 MISSION BBQ OXFORD VALLEY,INV145850,B04610049994,06/10/2024 10:19 pm,102792,800144,MISSION LOGO CATERING BOX 10/C 200# 20.5X12.5X9-1/8 KFT 10/CS,00707282325424,1194572,SOUTHERN CHAMPION TRAY CO.,1,Bundle,42.59,,
2699820,0000004600,461019030,461030 MISSION BBQ OXFORD VALLEY,INV145850,B04610049994,06/10/2024 10:19 pm,81349,080297,HR18PPBK 18" RND Black TRAY 25/CATER TRAY,10081741180050,1022227,FINELINE SETTINGS,1,Case,41.69,,
2699820,0000004600,461019030,461030 MISSION BBQ OXFORD VALLEY,INV145850,B04610049994,06/10/2024 10:19 pm,101714,310053,ACM182 18X2M FOODSERVICE FILM,00840239100191,1220757,ANCHOR PACKAGING INC.,1,Roll,16.98,1.02,
2699820,0000004600,461019030,461030 MISSION BBQ OXFORD VALLEY,INV145850,B04610049994,06/10/2024 10:19 pm,101792,390034,51808 18X500 HEAVY FOIL ROLL,00749384994863,1048696,HFA INC.,1,Roll,39.40,,
2699820,0000004600,461019030,461030 MISSION BBQ OXFORD VALLEY,INV145850,B04610049994,06/10/2024 10:19 pm,101776,130173,SH517 HWPS Black SOUPSPOON 1M/CS,10078731903379,1269244,GEORGIA-PACIFIC CORPORATION,1,Case,29.94,1.80,
2699820,0000004600,461019030,461030 MISSION BBQ OXFORD VALLEY,INV145850,B04610049994,06/10/2024 10:19 pm,101727,230062,01499 GIANT ORANGE STRAW 4/300WRP   WRAPPED  8.35",10611136014990,1234478,NATIONAL PAPER & PLASTICS CO.,1,Case,16.93,1.02,
