Internal ID,Distributor ID ,Network Ship To,Account Location,Invoice#,Po#,Invoice Date,Item ID,MFG Item,Item Description,Item UPC,Item SAP,Manufacturer Name,Quantity,Unit of Measure,Gross Sales $USD,Tax Amount,EDI Status(ACME)

2693137,0000004600,092000017,920022 SCHLITTERBAHN NEW BRAUNFELS,INV145755,KACEY GILL,06/10/2024 10:51 am,80202,350038,10" WHITE CORR. PIZZA BOX 50/bd 10X10X2 B-FLUTE STOCK PRINT,55000013371159,1337115,PCA CORRUGATED AND DISPLAY LLC,384,Bundle,5867.52,.00,
2693137,0000004600,092000017,920022 SCHLITTERBAHN NEW BRAUNFELS,INV145755,KACEY GILL,06/10/2024 10:51 am,131022,1124539,35111114 2lb White Food Tray 1M/cs,10037700033059,1403960,HUHTAMAKI,36,Case,878.04,.00,
2693137,0000004600,092000017,920022 SCHLITTERBAHN NEW BRAUNFELS,INV145755,KACEY GILL,06/10/2024 10:51 am,131023,1124540,35111118 3lb White Food Tray 500/cs,10037700041955,1403962,HUHTAMAKI,100,Case,2059.00,.00,
2693137,0000004600,092000017,920022 SCHLITTERBAHN NEW BRAUNFELS,INV145755,KACEY GILL,06/10/2024 10:51 am,78555,989998,Freight,55000009988101,998810,ACME PAPER & SUPPLY CO. INC.,-1,Each,.00,.00,
2693379,0000004600,461326180,326180 MISSION BBQ COLUMBIA LLC,INV145756,WILL CALL,06/10/2024 11:20 am,101777,130174,FH517 HWPS BLACK FORK 1M/CS,10078731903096,1031351,GEORGIA-PACIFIC CORPORATION,1,Case,29.94,1.80,
2693379,0000004600,461326180,326180 MISSION BBQ COLUMBIA LLC,INV145756,WILL CALL,06/10/2024 11:20 am,84363,503862,38X60 22MIC Clear Canliner 6/25/CS 60 GALLON,00840239100689,1232924,INTEPLAST GROUP CORPORATION,1,Case,35.68,2.14,
2693379,0000004600,461326180,326180 MISSION BBQ COLUMBIA LLC,INV145756,WILL CALL,06/10/2024 11:20 am,83446,371251,CHPP991B 1-COMP 9" HINGE CONTCHESAPEAKE  150/CS BLACK MFPP,00840239104328,1179838,NATIONAL PAPER & PLASTICS CO.,1,Case,35.70,,
2693977,0000004600,527000073,661995 FUTURECARE COURTLAND GARDENS,INV145759,05/28/24,06/10/2024 12:02 pm,93826,993600,9096736000 SPLASH GUARD ADFINITY 20D SCRUBBER,55000007798412,1141113,NILFISK INC,1,Each,203.83,12.23,
2693977,0000004600,527000073,661995 FUTURECARE COURTLAND GARDENS,INV145759,05/28/24,06/10/2024 12:02 pm,93575,991965,9097166000 FILTER COMPLETE9095151000 08603808,55000007839764,1130217,NILFISK INC,1,Each,39.80,2.39,
2693977,0000004600,527000073,661995 FUTURECARE COURTLAND GARDENS,INV145759,05/28/24,06/10/2024 12:02 pm,133037,980001,SERVICE LABOR 1 HOUR,,,,.5,Hour,47.50,,
2693979,0000004600,318266896,318896 HARRISON GP CAPTAINS TABLE,INV145760,,06/10/2024 12:02 pm,101748,100354,FL12PET PET FLAT LID 10/100/CWITH  STRAW SLOT CHESAPEAKE PTLID-F98SS,00840239100993,1229178,EATERY ESSENTIALS,1,Case,33.48,2.01,
2693979,0000004600,318266896,318896 HARRISON GP CAPTAINS TABLE,INV145760,,06/10/2024 12:02 pm,101747,100345,PET16 16OZ CLEAR PET CUP 1M PTC16-D98,00840239100924,1232935,EATERY ESSENTIALS,1,Case,60.59,3.64,
2694007,0000004600,527000073,661995 FUTURECARE COURTLAND GARDENS,INV145762,ADVANCE, ADFINITY 20ST, 351012024780,06/10/2024 12:15 pm,94139,996350,9096635000 ADHESIVE TIE MOUNTADFINITY,55000012187171,1218717,NILFISK INC,1,Each,9.39,.57,
2694007,0000004600,527000073,661995 FUTURECARE COURTLAND GARDENS,INV145762,ADVANCE, ADFINITY 20ST, 351012024780,06/10/2024 12:15 pm,93531,991698,9098673000 CABLE SQUEEGEE LIFT9096662000 REV 20,55000011688310,1168831,NILFISK INC,1,Each,76.98,4.62,
2694007,0000004600,527000073,661995 FUTURECARE COURTLAND GARDENS,INV145762,ADVANCE, ADFINITY 20ST, 351012024780,06/10/2024 12:15 pm,133037,980001,SERVICE LABOR 1 HOUR,,,,2,Hour,190.00,,
2694014,0000004600,308000380,829300 THE CBMC GROUP,INV145763,37333,06/10/2024 12:18 pm,121806,560193,659B500 HARD AS NAILS 5GAL FLOOR FINISH,00700427030238,1376492,BETCO CORPORATION,6,Box,643.92,.00,
2694487,0000004600,92000012,920012 KINGS ISLAND AMUSEMENT PARK,INV145774,12605,06/10/2024 12:57 pm,99970,041150,52597 6oz WHITE FOOD CONT1M/CS,10037700525974,1009193,HUHTAMAKI,24,Case,1323.60,.00,
2694487,0000004600,92000012,920012 KINGS ISLAND AMUSEMENT PARK,INV145774,12605,06/10/2024 12:57 pm,121689,813960,53590 16oz CEDAR FAIR COLD CUP 1200/CS,10037700535904,,HUHTAMAKI,150,Case,10943.94,738.72,
2694487,0000004600,92000012,920012 KINGS ISLAND AMUSEMENT PARK,INV145774,12605,06/10/2024 12:57 pm,121690,813961,53591 20oz CEDAR FAIR COLD CUP 1200/CS,10037700535911,1383569,HUHTAMAKI,48,Case,3623.05,244.55,
2694487,0000004600,92000012,920012 KINGS ISLAND AMUSEMENT PARK,INV145774,12605,06/10/2024 12:57 pm,121691,813962,53592 30oz CEDAR FAIR COLD CUP 860/CS,10037700535928,1383580,HUHTAMAKI,30,Case,2685.30,181.26,
2694487,0000004600,92000012,920012 KINGS ISLAND AMUSEMENT PARK,INV145774,12605,06/10/2024 12:57 pm,126686,040435,25775 8.75 ROUND NATURAL PLATE PAPERPRO  500/CS,10037700257752,1012775,HUHTAMAKI,90,Case,4005.00,.00,
2694487,0000004600,92000012,920012 KINGS ISLAND AMUSEMENT PARK,INV145774,12605,06/10/2024 12:57 pm,99999,824127,25778 PAPRPRO OVAL PLATTER7x10 500/CS,10037700257783,,HUHTAMAKI,162,Case,8234.45,555.82,
2694487,0000004600,92000012,920012 KINGS ISLAND AMUSEMENT PARK,INV145774,12605,06/10/2024 12:57 pm,131022,1124539,35111114 2lb White Food Tray 1M/cs,10037700033059,1403960,HUHTAMAKI,36,Case,878.04,.00,
2695251,0000004600,461080922,461922 MISSION BBQ COLORADO SPRINGS,INV145777,CUSTOMER CUPS,06/10/2024 1:54 pm,121863,835122,DMT-20 20OZ MISSION BBQ COLD PAPER CUP    1M/CS,50794297939642,1379794,GRAPHIC PACKAGING INT'L LLC,1,Case,73.88,3.79,
2695258,0000004600,461114623,461623 MISSION BBQ HENRIETTA,INV145778,Adam  Overnight FedEx,06/10/2024 1:56 pm,126845,450282,28290 KRAFT HOUSEHOLD ROLL 12/ KRAFT 250 SHEETS,10073310282906,1024280,GEORGIA-PACIFIC CORPORATION,1,Case,30.35,.00,
2695258,0000004600,461114623,461623 MISSION BBQ HENRIETTA,INV145778,Adam  Overnight FedEx,06/10/2024 1:56 pm,101812,121175,CH1-10L Clear LID F/12-16OZ RECTCONT NO VENT 400/CS,00044474934669,1341210,PLACON CORPORATION,1,Case,30.42,.00,
2695258,0000004600,461114623,461623 MISSION BBQ HENRIETTA,INV145778,Adam  Overnight FedEx,06/10/2024 1:56 pm,78555,989998,Freight,55000009988101,998810,ACME PAPER & SUPPLY CO. INC.,-1,Each,-293.42,.00,
2695264,0000004600,40000163,620203 MARRIOTT INNER HARBOR HOTEL,INV145779,,06/10/2024 1:59 pm,133194,1154166,HWPP Black (FKTSS&P 10x12 Nap) 250/CS,55000013677008,1367700,WELLCARE INTERNATIONAL INC.,4,Case,126.08,7.56,
2695264,0000004600,40000163,620203 MARRIOTT INNER HARBOR HOTEL,INV145779,,06/10/2024 1:59 pm,103563,1000078,COURIER,,,ACME PAPER & SUPPLY CO. INC.,1,Each,51.22,,
2695608,0000004600,92000011,920011 CEDAR POINT,INV145782,16363,06/10/2024 2:20 pm,121689,813960,53590 16oz CEDAR FAIR COLD CUP 1200/CS,10037700535904,,920011,450,Case,32832.00,2216.16,
2695620,0000004600,92000012,920012 KINGS ISLAND AMUSEMENT PARK,INV145784,CHARLOTTE PETERSON,06/10/2024 2:25 pm,101769,545527,54527A BLACK TABLETOP DISP 1/CDIXIE ULTRA INTERFOLD DISP,00036500307530,1313047,GEORGIA-PACIFIC CORPORATION,15,Case,.00,.00,
2696173,0000004600,92000001,765520 KINGS DOMINION,INV145793,43183,06/10/2024 2:50 pm,84859,513821,PF LG VINYL GLOVE 10/100CLEAR 5MIL,55000012283347,1228334,SEMPERMED USA INC.,66,Case,1197.24,.00,
2696173,0000004600,92000001,765520 KINGS DOMINION,INV145793,43183,06/10/2024 2:50 pm,129777,330362,NITRILE GLOVES SM 1M/CS GRIPSTRONG BLACK PF TEX,10841277106579,1401535,SEMPERMED USA INC.,2,Case,72.58,.00,
2696173,0000004600,92000001,765520 KINGS DOMINION,INV145793,43183,06/10/2024 2:50 pm,129779,330364,NITRILE GLOVES LG 1M/CS GRIPSTRONG BLACK PF TEX,10841277106593,1401537,SEMPERMED USA INC.,2,Case,72.58,.00,
2696424,0000004600,912068506,825667 MEDSTAR WASHINGTON HOSPITAL : MEDSTAR FRANKLIN SQ. HOSP,INV145795,5003387265,06/10/2024 3:15 pm,131492,1131348,51-2400A  Poly Bulk Truck w/Security Front Gray,,,C.R. DANIELS INC.,1,Each,1403.20,.00,
2696424,0000004600,912068506,825667 MEDSTAR WASHINGTON HOSPITAL : MEDSTAR FRANKLIN SQ. HOSP,INV145795,5003387265,06/10/2024 3:15 pm,131493,1131349,51-2400R Poly Bulk Truck w/Security Front Red,,,C.R. DANIELS INC.,1,Each,1403.20,.00,
2696424,0000004600,912068506,825667 MEDSTAR WASHINGTON HOSPITAL : MEDSTAR FRANKLIN SQ. HOSP,INV145795,5003387265,06/10/2024 3:15 pm,131494,1131350,51-2400U Poly Bulk Truck w/Security Front Blue,,,C.R. DANIELS INC.,1,Each,1403.20,.00,
2696424,0000004600,912068506,825667 MEDSTAR WASHINGTON HOSPITAL : MEDSTAR FRANKLIN SQ. HOSP,INV145795,5003387265,06/10/2024 3:15 pm,78555,989998,Freight,55000009988101,998810,ACME PAPER & SUPPLY CO. INC.,-1,Each,-481.25,.00,
2696846,0000004600,405000026,406126 THE GREENE TURTLE MORGANTOWN,INV145797,B04050003089,06/10/2024 3:29 pm,81084,040010,8OZ WHT FOOD CONTAINER 1M/CS20/50,04713273655780,1332305,EATERY ESSENTIALS,1,Case,69.89,.00,
2696846,0000004600,405000026,406126 THE GREENE TURTLE MORGANTOWN,INV145797,B04050003089,06/10/2024 3:29 pm,80937,031191,DPPFCF16T-PPL PP CLEAR LID 1M/FITS 8/12/16T PAPER FOOD CONT,00840239104793,1397810,EATERY ESSENTIALS,1,Case,75.46,.00,
2696846,0000004600,405000026,406126 THE GREENE TURTLE MORGANTOWN,INV145797,B04050003089,06/10/2024 3:29 pm,123267,371293,CHPP991C 1-COMP 9" HINGE CONT CHESAPEAKE 150/CS CLEAR PP,00840239104748,1389409,NATIONAL PAPER & PLASTICS CO.,5,Case,166.90,.00,
2696846,0000004600,405000026,406126 THE GREENE TURTLE MORGANTOWN,INV145797,B04050003089,06/10/2024 3:29 pm,119761,620010,CR20004PKP CRAYONS 4/500 4PK CELLO WRAP S/O,00842312100128,1311013,AMERCARE ROYAL LLC,1,Case,44.36,.00,
2696846,0000004600,405000026,406126 THE GREENE TURTLE MORGANTOWN,INV145797,B04050003089,06/10/2024 3:29 pm,124587,550080,M8224 WHITE COTTON MOP #24 NB 12/CS CUT-END,01071485089094,1071564,ACS CLEANING PRODUCTS GROUP,8,Each,32.16,.00,
2696846,0000004600,405000026,406126 THE GREENE TURTLE MORGANTOWN,INV145797,B04050003089,06/10/2024 3:29 pm,88922,247094,47094 FRENCH WHIP 18" EANYLON Handle. STOCK,00029419401086,1124855,THE VOLLRATH COMPANY L.L.C.,2,Each,35.00,.00,
2696846,0000004600,405000026,406126 THE GREENE TURTLE MORGANTOWN,INV145797,B04050003089,06/10/2024 3:29 pm,81340,080287,HC1212 12" HI DOME LID F/BOWL25/CS,10081741121213,1309157,FINELINE SETTINGS,1,Case,28.56,.00,
2696846,0000004600,405000026,406126 THE GREENE TURTLE MORGANTOWN,INV145797,B04050003089,06/10/2024 3:29 pm,109424,975160,75160 STEAM PAN COVER 1/6 SS FLAT SOLID - EA - STOCK,00029419038893,1199078,THE VOLLRATH COMPANY L.L.C.,6,Each,56.04,.00,
2696846,0000004600,405000026,406126 THE GREENE TURTLE MORGANTOWN,INV145797,B04050003089,06/10/2024 3:29 pm,104042,434440,34440 2PLY 15X16 DINNER NAP,10073310344406,1356079,GEORGIA-PACIFIC CORPORATION,1,Case,56.65,.00,
2696846,0000004600,405000026,406126 THE GREENE TURTLE MORGANTOWN,INV145797,B04050003089,06/10/2024 3:29 pm,82892,300059,6700300 WETNAP FLAG PRINT 1M/6700300,00763352673000,1265187,SPECIALTY QUALITY PACKAGING,1,Case,14.62,.00,
2696846,0000004600,405000026,406126 THE GREENE TURTLE MORGANTOWN,INV145797,B04050003089,06/10/2024 3:29 pm,83168,350075,18.5X7.5X2 FLATBREAD BOX 50/B-FLUTE WHT FLATBREAD,55000013129224,1312922,PCA CORRUGATED AND DISPLAY LLC,1,Bundle,29.30,.00,
2696846,0000004600,405000026,406126 THE GREENE TURTLE MORGANTOWN,INV145797,B04050003089,06/10/2024 3:29 pm,123266,371290,CHPP66C 6" CLR PP HNG CONT 300 MFPP CHESAPEAKE,00840239104731,1389408,NATIONAL PAPER & PLASTICS CO.,2,Case,53.32,.00,
2696846,0000004600,405000026,406126 THE GREENE TURTLE MORGANTOWN,INV145797,B04050003089,06/10/2024 3:29 pm,78555,989998,Freight,55000009988101,998810,ACME PAPER & SUPPLY CO. INC.,-1,Each,.00,.00,
2697417,0000004600,461133613,859096 MISSION BBQ USF TAMPA FL,INV145809,B04610049864,06/10/2024 4:16 pm,89194,510703,5700 WHITE TRIGGER SPRAY,00729661137336,1083635,IMPACT PRODUCTS,1,Each,1.31,.08,
2697417,0000004600,461133613,859096 MISSION BBQ USF TAMPA FL,INV145809,B04610049864,06/10/2024 4:16 pm,89204,510744,5706 TRIGGER SPRAY RED 250EA/CS,00729661137237,1083525,IMPACT PRODUCTS,1,Each,.91,.05,
2697417,0000004600,461133613,859096 MISSION BBQ USF TAMPA FL,INV145809,B04610049864,06/10/2024 4:16 pm,89205,510745,5707 TRIGGER SPRAY GREEN 250EA/CS,00729661138715,1083654,IMPACT PRODUCTS,1,Each,.91,.05,
2697417,0000004600,461133613,859096 MISSION BBQ USF TAMPA FL,INV145809,B04610049864,06/10/2024 4:16 pm,78555,989998,Freight,55000009988101,998810,ACME PAPER & SUPPLY CO. INC.,-1,Each,-16.42,,
2697717,0000004600,295000047,499301 GUEST SERVICES INC.,INV145811,B02950002684,06/10/2024 4:16 pm,83549,400186,GC-12 12X10.75 GC DELI PAPER12/500/CS  KRAFT GREEN CHOICE,00074729800128,1260670,DURABLE PACKAGING INT'L.,1,Case,82.10,.00,
2697817,0000004600,801910608,801608 SODEXO MERCK MILLSBORO ADMIN,INV145812,B08010052998,06/10/2024 4:16 pm,85296,570015,MT-4 4" SANITARY NAPKIN 250/CS,10075289740043,1000171,HOSPECO,3,Case,128.85,.00,
2697917,0000004600,801311284,801284 SODEXO RIVERWOODS SR LIVING,INV145813,RWEVS5/1/24,06/10/2024 4:16 pm,84229,500148,40X46 1.5MIL Black Canliner 100/CS40-45 GALLON FLAT PACK 100,00098241054258,1003095,NOVOLEX HERITAGE BAG LLC,1,Case,33.98,2.04,
2698367,0000004600,801311284,801284 SODEXO RIVERWOODS SR LIVING,INV145816,RWEVS06/03/2,06/10/2024 4:39 pm,84229,500148,40X46 1.5MIL Black Canliner 100/CS40-45 GALLON FLAT PACK 100,00098241054258,1003095,NOVOLEX HERITAGE BAG LLC,16,Case,543.68,32.62,
2699317,0000004600,146000041,146041 AMAZON JANSAN VMI RIC1,INV145820,B01460013915.2D12837575,06/10/2024 10:18 pm,84379,504491,40X48 16MIC Clear Canliner 10/25/CS 40-45 GALLON,00840239100795,1232928,INTEPLAST GROUP CORPORATION,4,Case,117.40,7.04,
2699318,0000004600,449352802,449302 CROTHALL VCU HOSPITAL,INV145835,57068753,06/10/2024 10:18 pm,85006,519870,3M 20" HIGH PROD PAD 7300 5/CS08278,50048011082788,1001725,3M,5,Case,276.15,16.57,
2699320,0000004600,461023112,461002 MISSION BBQ HULL STREET,INV145849,B04610049958,06/10/2024 10:19 pm,101808,906120,BOTTLE CARRIER CARDBOARD135/CS  6-PACK,00794504523003,1269272,PAK-IT PRODUCTS,1,Case,81.35,,
2699320,0000004600,461023112,461002 MISSION BBQ HULL STREET,INV145849,B04610049958,06/10/2024 10:19 pm,131313,1128883,CORRUGATED TRASH BOX 10/BDL17-7/8X17-7/8X29 ACME LOGO,55000014017063,1401706,CORRUGATED CONTAINER CORP.,1,Bundle,118.53,,
2699320,0000004600,461023112,461002 MISSION BBQ HULL STREET,INV145849,B04610049958,06/10/2024 10:19 pm,122604,555733,AZU120TF FOAM SOAP 3/1200ML TOUCH FREE MILD AZURE,00069124028840,1164302,SC JOHNSON PROFESSIONAL,1,Case,51.90,3.11,
2699320,0000004600,461023112,461002 MISSION BBQ HULL STREET,INV145849,B04610049958,06/10/2024 10:19 pm,102184,112427,DLTI402SSPET 30OZ CLR PET LID 1M/CS,55000013480974,1348097,BERRY GLOBAL,1,Case,44.50,,
2699320,0000004600,461023112,461002 MISSION BBQ HULL STREET,INV145849,B04610049958,06/10/2024 10:19 pm,126709,120002,SN225-3L 6" BLK HNG CONT 500CS,10020648000542,1019901,GENPAK LLC,1,Case,27.06,,
2699320,0000004600,461023112,461002 MISSION BBQ HULL STREET,INV145849,B04610049958,06/10/2024 10:19 pm,101813,121176,CH2-10L Clear LID F/24-32OZ RECTCONT NO VENT 200/CS,00044474934676,1341212,PLACON CORPORATION,1,Case,29.88,,
2699320,0000004600,461023112,461002 MISSION BBQ HULL STREET,INV145849,B04610049958,06/10/2024 10:19 pm,101736,330941,POWDER FREE GLOVE EXTRA LARGE SYNTHETIC10/100    CHESAPEAKE,10840239101126,1248070,NATIONAL PAPER & PLASTICS CO.,1,Case,25.10,1.51,
2699320,0000004600,461023112,461002 MISSION BBQ HULL STREET,INV145849,B04610049958,06/10/2024 10:19 pm,101773,120114,SN200V-3L Black FOAM HINGE CONTVENTED  CONTAINER 1-COMPT 200/,10020648031553,1164837,GENPAK LLC,3,Case,68.97,,
2699320,0000004600,461023112,461002 MISSION BBQ HULL STREET,INV145849,B04610049958,06/10/2024 10:19 pm,84363,503862,38X60 22MIC Clear Canliner 6/25/CS 60 GALLON,00840239100689,1232924,INTEPLAST GROUP CORPORATION,1,Case,35.68,2.14,
2699320,0000004600,461023112,461002 MISSION BBQ HULL STREET,INV145849,B04610049958,06/10/2024 10:19 pm,97025,020554,36" 40# PEACH TREAT  1/RL1000',55000004397731,1040976,GORDON PAPER COMPANY INC.,1,Roll,69.89,4.19,
2699320,0000004600,461023112,461002 MISSION BBQ HULL STREET,INV145849,B04610049958,06/10/2024 10:19 pm,87597,MIS125,MISSION BBQ KRAFT SHOPPER12X9X15.5 BROWN KRAFT 200/CS,55000011882282,1188228,DURO HILEX POLY LLC,2,Case,130.70,,
2699320,0000004600,461023112,461002 MISSION BBQ HULL STREET,INV145849,B04610049958,06/10/2024 10:19 pm,101786,372026,80321 HANDI-MAX HALF STEAM PANDEEP  100/CS,00817250019467,1269078,HFA INC.,1,Case,44.49,,
2699320,0000004600,461023112,461002 MISSION BBQ HULL STREET,INV145849,B04610049958,06/10/2024 10:19 pm,81136,042312,YMI9E 9" BLACK PLASTIC PLATEIMPACT  400/CS,00024502109436,1204262,PACTIV LLC,2,Case,76.24,,
2699320,0000004600,461023112,461002 MISSION BBQ HULL STREET,INV145849,B04610049958,06/10/2024 10:19 pm,101735,330940,POWDER FREE GLOVE LG SYNTHETIC10/100  LARGE  CHESAPEAKE,10840239101102,1247744,NATIONAL PAPER & PLASTICS CO.,1,Case,25.10,1.51,
2699320,0000004600,461023112,461002 MISSION BBQ HULL STREET,INV145849,B04610049958,06/10/2024 10:19 pm,121863,835122,DMT-20 20OZ MISSION BBQ COLD PAPER CUP    1M/CS,50794297939642,1379794,GRAPHIC PACKAGING INT'L LLC,1,Case,73.88,,
2699320,0000004600,461023112,461002 MISSION BBQ HULL STREET,INV145849,B04610049958,06/10/2024 10:19 pm,101785,372025,82019 HANDI-MAX FULL STEAM PANDEEP   50/CS,00817250019481,1265464,HFA INC.,2,Case,130.40,,
2699320,0000004600,461023112,461002 MISSION BBQ HULL STREET,INV145849,B04610049958,06/10/2024 10:19 pm,101777,130174,FH517 HWPS BLACK FORK 1M/CS,10078731903096,1031351,GEORGIA-PACIFIC CORPORATION,1,Case,29.94,,
2699320,0000004600,461023112,461002 MISSION BBQ HULL STREET,INV145849,B04610049958,06/10/2024 10:19 pm,101734,330939,POWDER FREE GLOVE MD SYNTHETIC10/100  MED  CHESAPEAKE,10840239101119,1247824,NATIONAL PAPER & PLASTICS CO.,1,Case,25.10,1.51,
2699320,0000004600,461023112,461002 MISSION BBQ HULL STREET,INV145849,B04610049958,06/10/2024 10:19 pm,101811,121174,CH2-32 32OZ Black RECT CONTAINERMICROWAVEABLE 200/CS,00044474929320,1341211,PLACON CORPORATION,1,Case,40.71,,
2699320,0000004600,461023112,461002 MISSION BBQ HULL STREET,INV145849,B04610049958,06/10/2024 10:19 pm,123059,373040,8520 FULL SIZE FOIL LID 50/CS,00817250019917,1313217,JIF CORP,2,Case,73.96,,
2699320,0000004600,461023112,461002 MISSION BBQ HULL STREET,INV145849,B04610049958,06/10/2024 10:19 pm,101912,990002,FUEL CHARGE,55000009981003,998100,ACME PAPER & SUPPLY CO. INC.,1,Each,3.20,,
2699322,0000004600,461018974,62140 MISSION BBQ WARMINSTER LLC,INV145872,B04610050011,06/10/2024 10:19 pm,101822,333080,MENS WHT STRING GLOVE 25DZ/CS  *SEE NOTES*,10763583901986,1269814,IMPACT PRODUCTS,1,Case,109.10,6.55,
2699419,0000004600,323093332,323332 HPSI HERMITAGE RICHMOND : HPSI WINDSOR MEADE WILLIAMSBURG,INV145831,Sylvia/Hskg,06/10/2024 10:18 pm,83119,330931,VPM MED VINYL GLOVE 10/100/CSCHESAPEAKE,42717781111,1232945,NATIONAL PAPER & PLASTICS CO.,1,Case,30.95,.00,
2699421,0000004600,461019406,716507 MISSION BBQ KING OF PRUSSIA,INV145840,B04610049991,06/10/2024 10:19 pm,106066,212806,2108C-6 8OZ SQUEEZE BOTTLE 72/CS HINGED WHITE TOP,30727875092503,1363546,TABLECRAFT PRODUCTS CO.INC.,1,Case,60.90,.00,
2699422,0000004600,461008096,101889 MISSION BBQ DEPTFORD NJ,INV145842,B04610049940,06/10/2024 10:19 pm,89192,510666,B410A 48" ANGLE BROOM   EAPLASTIC FIBERS FLAGGED,55000010773598,1077359,ACS CLEANING PRODUCTS GROUP,3,Each,16.59,1.10,
2699422,0000004600,461008096,101889 MISSION BBQ DEPTFORD NJ,INV145842,B04610049940,06/10/2024 10:19 pm,89659,552531,2531 BLACK LOBBY PRO DUST PAN 6/CS,00086876156164,1002511,NEWELL BRANDS DISTRIBUTION LLC,2,Each,35.72,2.37,
2699422,0000004600,461008096,101889 MISSION BBQ DEPTFORD NJ,INV145842,B04610049940,06/10/2024 10:19 pm,88482,211202,12SFSCW135 CONT SQUARE 12QT EACLEAR - 6/CS STOCK,00099511311224,1116202,CAMBRO MANUFACTURING COMPANY,4,Each,60.24,3.99,
2699425,0000004600,461406314,406314 MISSION BBQ ROANOKE VA LLC,INV145861,B04610049995,06/10/2024 10:19 pm,121863,835122,DMT-20 20OZ MISSION BBQ COLD PAPER CUP    1M/CS,50794297939642,1379794,GRAPHIC PACKAGING INT'L LLC,1,Case,73.88,,
2699425,0000004600,461406314,406314 MISSION BBQ ROANOKE VA LLC,INV145861,B04610049995,06/10/2024 10:19 pm,101760,123969,EMI-209B 9" Black SCALLOPED TONG96/CS,00081391922157,1334636,EMI YOSHI INC.,2,Case,122.34,,
2699425,0000004600,461406314,406314 MISSION BBQ ROANOKE VA LLC,INV145861,B04610049995,06/10/2024 10:19 pm,101738,140080,CF755-050 5oz ALL PURP Black 1M/,00739584333883,1018926,D&W FINE PACK LLC,4,Case,193.96,,
2699425,0000004600,461406314,406314 MISSION BBQ ROANOKE VA LLC,INV145861,B04610049995,06/10/2024 10:19 pm,81743,121903,EMI-GWP6 6" BONE PLATE WITH GOLDRIM  120/CS,14081391914278,1166701,EMI YOSHI INC.,1,Case,42.03,,
2699425,0000004600,461406314,406314 MISSION BBQ ROANOKE VA LLC,INV145861,B04610049995,06/10/2024 10:19 pm,101747,100345,PET16 16OZ CLEAR PET CUP 1M PTC16-D98,00840239100924,1232935,EATERY ESSENTIALS,1,Case,58.65,,
2699425,0000004600,461406314,406314 MISSION BBQ ROANOKE VA LLC,INV145861,B04610049995,06/10/2024 10:19 pm,81347,080295,HR12PPBK 12" Round Black Cater Tray 25/cs,10081741120056,1022226,FINELINE SETTINGS,1,Case,18.52,,
2699425,0000004600,461406314,406314 MISSION BBQ ROANOKE VA LLC,INV145861,B04610049995,06/10/2024 10:19 pm,101785,372025,82019 HANDI-MAX FULL STEAM PANDEEP   50/CS,00817250019481,1265464,HFA INC.,4,Case,260.80,,
2699425,0000004600,461406314,406314 MISSION BBQ ROANOKE VA LLC,INV145861,B04610049995,06/10/2024 10:19 pm,125490,081420,U1025BK BLACK SERVING SPOON 144/CS,10081741192558,1139551,FINELINE SETTINGS,1,Case,23.40,,
2699425,0000004600,461406314,406314 MISSION BBQ ROANOKE VA LLC,INV145861,B04610049995,06/10/2024 10:19 pm,126845,450282,28290 KRAFT HOUSEHOLD ROLL 12/ KRAFT 250 SHEETS,10073310282906,1024280,GEORGIA-PACIFIC CORPORATION,1,Case,30.35,1.82,
2699425,0000004600,461406314,406314 MISSION BBQ ROANOKE VA LLC,INV145861,B04610049995,06/10/2024 10:19 pm,119761,620010,CR20004PKP CRAYONS 4/500 4PK CELLO WRAP S/O,00842312100128,1311013,AMERCARE ROYAL LLC,1,Case,42.79,,
2699425,0000004600,461406314,406314 MISSION BBQ ROANOKE VA LLC,INV145861,B04610049995,06/10/2024 10:19 pm,101735,330940,POWDER FREE GLOVE LG SYNTHETIC10/100  LARGE  CHESAPEAKE,10840239101102,1247744,NATIONAL PAPER & PLASTICS CO.,1,Case,25.10,1.51,
2699425,0000004600,461406314,406314 MISSION BBQ ROANOKE VA LLC,INV145861,B04610049995,06/10/2024 10:19 pm,103769,813308,MISSION BBQ 32OZ GWOT TAN CUP,55000013518127,1351812,BERRY GLOBAL,1,Case,118.18,,
2699425,0000004600,461406314,406314 MISSION BBQ ROANOKE VA LLC,INV145861,B04610049995,06/10/2024 10:19 pm,86608,908317,753 7.25" GOLD HW FORK 400/CS,10849791000519,1264784,FINELINE SETTINGS,1,Case,49.99,3.00,
2699425,0000004600,461406314,406314 MISSION BBQ ROANOKE VA LLC,INV145861,B04610049995,06/10/2024 10:19 pm,101792,390034,51808 18X500 HEAVY FOIL ROLL,00749384994863,1048696,HFA INC.,2,Roll,78.80,,
2699425,0000004600,461406314,406314 MISSION BBQ ROANOKE VA LLC,INV145861,B04610049995,06/10/2024 10:19 pm,101788,372042,2050-00-50FC FULL STEAM LID WITH FULL CURL 50/CS,00749384977316,1290432,HFA INC.,2,Case,46.62,,
2699425,0000004600,461406314,406314 MISSION BBQ ROANOKE VA LLC,INV145861,B04610049995,06/10/2024 10:19 pm,101777,130174,FH517 HWPS BLACK FORK 1M/CS,10078731903096,1031351,GEORGIA-PACIFIC CORPORATION,1,Case,29.94,,
